,move_00,move_1,rotate_angle,gACT,gMOD,gGTO,gSTA,gIMC,gFLT,gPRE,tcp_force,success,isDoll
4168,"p[-0.633125,-0.132238,0.52,-0.3,3.14,0]","p[-0.669783,0.138157,0.52,-0.3,3.14,0]",-1.61872,1,0,1,1,3,0,255,"p[-29.3656,-4.35536,21.4275,0.826766,-4.53768,-1.58659]",0,1.0
4169,"p[-0.632216,0.011144,0.52,-0.3,3.14,0]","p[-0.672646,0.205876,0.52,-0.3,3.14,0]",0.537446,1,0,1,3,3,0,255,"p[-54.2284,6.45888,42.5037,-2.87139,-9.63018,-1.87564]",0,1.0
4170,"p[-0.520084,0.149149,0.52,-0.3,3.14,0]","p[-0.470035,-0.00497719,0.52,-0.3,3.14,0]",-1.88136,1,0,1,2,3,0,255,"p[-4.49465,-8.37654,12.8361,0.541745,-3.08886,-0.563131]",1,1.0
4171,"p[-0.671578,-0.0597751,0.52,-0.3,3.14,0]","p[-0.600783,0.136856,0.52,-0.3,3.14,0]",2.44062,1,0,1,1,3,0,255,"p[-31.9949,0.977424,31.474,-0.185602,-7.71273,-1.20834]",1,1.0
4172,"p[-0.370851,0.0404378,0.52,-0.3,3.14,0]","p[-0.441368,-0.194808,0.52,-0.3,3.14,0]",1.44773,1,0,1,2,3,0,255,"p[3.54871,-8.9313,1.41329,1.85026,0.0221382,-0.554371]",1,1.0
4173,"p[-0.559595,-0.0190318,0.52,-0.3,3.14,0]","p[-0.670198,0.0504196,0.52,-0.3,3.14,0]",-0.650771,1,0,1,1,3,0,255,"p[-45.4591,2.64045,34.2063,-0.999401,-8.58111,-0.351847]",0,1.0
4174,"p[-0.341965,0.266884,0.52,-0.3,3.14,0]","p[-0.673504,0.0898978,0.52,-0.3,3.14,0]",-2.94064,1,0,1,1,3,0,255,"p[-45.3543,-2.99489,33.3023,0.024928,-8.87705,-3.11888]",1,1.0
4175,"p[-0.656309,0.0742078,0.52,-0.3,3.14,0]","p[-0.40358,0.228075,0.52,-0.3,3.14,0]",0.800777,1,0,1,2,3,0,255,"p[-16.1893,-5.52529,12.1468,0.717876,-3.06277,-0.68022]",1,1.0
4176,"p[-0.351145,-0.095623,0.52,-0.3,3.14,0]","p[-0.505812,-0.092949,0.52,-0.3,3.14,0]",-1.64025,1,0,1,2,3,0,255,"p[-12.746,-12.6985,19.1788,0.936414,-3.39708,-0.755586]",0,1.0
4177,"p[-0.460182,-0.123845,0.52,-0.3,3.14,0]","p[-0.668964,-0.17418,0.52,-0.3,3.14,0]",0.551029,1,0,1,3,3,0,255,"p[-43.0874,-16.2447,35.2149,2.8185,-8.28473,1.35388]",0,1.0
4178,"p[-0.457287,0.220395,0.52,-0.3,3.14,0]","p[-0.674282,0.00791247,0.52,-0.3,3.14,0]",-2.76841,1,0,1,1,3,0,255,"p[-42.9632,-6.43383,32.2753,0.933306,-7.73066,-0.391082]",0,1.0
4179,"p[-0.544664,-0.0285482,0.52,-0.3,3.14,0]","p[-0.35273,0.0623814,0.52,-0.3,3.14,0]",-0.194331,1,0,1,3,3,0,255,"p[-19.9205,-19.5456,17.4982,1.23341,-3.85475,-0.183222]",0,1.0
4180,"p[-0.618794,-0.0424562,0.52,-0.3,3.14,0]","p[-0.354764,0.230754,0.52,-0.3,3.14,0]",-2.23401,1,0,1,3,3,0,255,"p[-16.0585,-5.16937,15.1675,-0.0803144,-3.88456,-1.28759]",0,1.0
4181,"p[-0.424734,0.0190164,0.52,-0.3,3.14,0]","p[-0.457909,0.119751,0.52,-0.3,3.14,0]",1.47741,1,0,1,2,3,0,255,"p[-13.4237,-8.22404,9.94603,0.849005,-2.43659,0.538676]",1,1.0
4182,"p[-0.383035,-0.0615668,0.52,-0.3,3.14,0]","p[-0.43628,0.0615309,0.52,-0.3,3.14,0]",3.13256,1,0,1,2,3,0,255,"p[-3.25753,-5.94648,5.41786,1.06403,-1.87034,0.060072]",1,1.0
4183,"p[-0.347657,-0.0716006,0.52,-0.3,3.14,0]","p[-0.340875,0.129419,0.52,-0.3,3.14,0]",-1.51253,1,0,1,3,3,0,255,"p[-16.5202,-14.2242,15.5803,0.0825727,-3.66388,-1.13211]",0,1.0
4184,"p[-0.53103,0.0218332,0.52,-0.3,3.14,0]","p[-0.582154,-0.00439683,0.52,-0.3,3.14,0]",-1.0508,1,0,1,2,3,0,255,"p[-15.4399,-3.41278,21.6877,0.700727,-3.83589,-0.751138]",1,1.0
4185,"p[-0.451207,0.00561895,0.52,-0.3,3.14,0]","p[-0.491699,0.108034,0.52,-0.3,3.14,0]",-1.03173,1,0,1,3,3,0,255,"p[-13.5979,-6.73653,21.7828,0.224608,-5.21815,-1.43367]",0,1.0
4186,"p[-0.511342,-0.100151,0.52,-0.3,3.14,0]","p[-0.345549,0.132102,0.52,-0.3,3.14,0]",-1.48805,1,0,1,3,3,0,255,"p[-10.3874,-26.5262,15.2873,0.451004,-3.3645,-2.81668]",0,1.0
4187,"p[-0.570553,0.129511,0.52,-0.3,3.14,0]","p[-0.414271,0.163218,0.52,-0.3,3.14,0]",-0.165185,1,0,1,3,3,0,255,"p[-13.8655,-10.4916,7.44369,0.0894519,-2.272,-1.19052]",0,1.0
4188,"p[-0.540413,0.0203145,0.52,-0.3,3.14,0]","p[-0.583825,-0.106727,0.52,-0.3,3.14,0]",0.719872,1,0,1,1,3,0,255,"p[-19.6974,-11.0408,26.7886,1.63923,-6.36255,-0.814795]",0,1.0
4189,"p[-0.589253,-0.0656611,0.52,-0.3,3.14,0]","p[-0.66103,-0.147177,0.52,-0.3,3.14,0]",1.68165,1,0,1,3,3,0,255,"p[-32.7452,-14.4667,30.719,1.28276,-7.09741,-0.981539]",0,1.0
4190,"p[-0.545646,-0.066395,0.52,-0.3,3.14,0]","p[-0.357257,-0.1256,0.52,-0.3,3.14,0]",2.29156,1,0,1,3,3,0,255,"p[-6.23896,-20.3104,17.4879,2.12612,-1.89875,-2.5363]",0,1.0
4191,"p[-0.32133,0.0671619,0.52,-0.3,3.14,0]","p[-0.366061,0.128847,0.52,-0.3,3.14,0]",-0.172838,1,0,1,3,3,0,255,"p[-7.70617,-9.90192,14.167,-0.894666,-3.65652,0.130054]",0,1.0
4192,"p[-0.407766,0.133542,0.52,-0.3,3.14,0]","p[-0.660623,0.202345,0.52,-0.3,3.14,0]",-2.7977,1,0,1,1,3,0,255,"p[-27.0013,-0.798912,15.6181,0.103894,-4.28733,-0.399132]",0,1.0
4193,"p[-0.362897,-0.134165,0.52,-0.3,3.14,0]","p[-0.560889,0.207529,0.52,-0.3,3.14,0]",3.01108,1,0,1,2,3,0,255,"p[-28.6209,-0.368228,22.3219,-1.48806,-5.52442,-0.00427115]",1,1.0
4194,"p[-0.373718,-0.180878,0.52,-0.3,3.14,0]","p[-0.58901,0.164725,0.52,-0.3,3.14,0]",2.72746,1,0,1,2,3,0,255,"p[-11.5386,-5.87295,7.73145,0.45467,-3.52013,-0.0595717]",1,1.0
4195,"p[-0.615798,-0.188155,0.52,-0.3,3.14,0]","p[-0.607715,0.187917,0.52,-0.3,3.14,0]",0.15718,1,0,1,3,3,0,255,"p[-29.5903,1.50559,25.5758,-0.984179,-6.88639,-0.137548]",0,1.0
4196,"p[-0.630734,-0.051025,0.52,-0.3,3.14,0]","p[-0.679102,-0.149737,0.52,-0.3,3.14,0]",2.90762,1,0,1,1,3,0,255,"p[-35.3286,-14.6732,28.3831,1.41188,-5.0282,-0.211879]",0,1.0
4197,"p[-0.393818,0.0926706,0.52,-0.3,3.14,0]","p[-0.326301,-0.0476228,0.52,-0.3,3.14,0]",-1.9387,1,0,1,2,3,0,255,"p[-9.92035,-12.6443,17.0797,1.73768,-3.72226,-0.591747]",0,1.0
4198,"p[-0.387925,-0.0575539,0.52,-0.3,3.14,0]","p[-0.381474,-0.0411878,0.52,-0.3,3.14,0]",-2.42465,1,0,1,3,3,0,255,"p[-7.76939,-20.011,20.4293,2.38509,-4.74306,-0.787668]",0,1.0
4199,"p[-0.560736,0.161314,0.52,-0.3,3.14,0]","p[-0.337359,0.0304751,0.52,-0.3,3.14,0]",-1.15723,1,0,1,3,3,0,255,"p[-12.8045,-23.1487,15.4101,1.04856,-4.02721,-1.81669]",0,1.0
4200,"p[-0.459531,0.164054,0.52,-0.3,3.14,0]","p[-0.622672,-0.0821541,0.52,-0.3,3.14,0]",-0.893775,1,0,1,1,3,0,255,"p[4.34529,-4.95745,-0.425361,0.959886,0.638362,-0.41478]",0,1.0
4201,"p[-0.362546,0.167514,0.52,-0.3,3.14,0]","p[-0.435443,-0.0480812,0.52,-0.3,3.14,0]",0.925913,1,0,1,2,3,0,255,"p[-5.86658,-12.5601,11.1325,2.83887,-2.42271,-0.174823]",1,1.0
4202,"p[-0.380274,-0.188337,0.52,-0.3,3.14,0]","p[-0.621942,-0.0326294,0.52,-0.3,3.14,0]",1.21836,1,0,1,3,3,0,255,"p[-27.3792,1.18218,22.9615,1.10484,-5.73597,0.0793841]",0,1.0
4203,"p[-0.561795,0.235925,0.52,-0.3,3.14,0]","p[-0.61085,-0.0400284,0.52,-0.3,3.14,0]",2.07703,1,0,1,3,3,0,255,"p[-8.08776,-11.0449,7.31346,3.10214,-1.46623,-0.798493]",0,1.0
4204,"p[-0.496475,0.130674,0.52,-0.3,3.14,0]","p[-0.372727,0.212563,0.52,-0.3,3.14,0]",-2.33283,1,0,1,2,3,0,255,"p[-17.8328,-4.21333,20.0758,-1.16139,-4.9536,-1.45941]",1,1.0
4205,"p[-0.52509,0.187978,0.52,-0.3,3.14,0]","p[-0.495035,0.123302,0.52,-0.3,3.14,0]",-3.07024,1,0,1,2,3,0,255,"p[-5.67485,-7.27163,1.69619,1.2102,-1.33322,-0.860121]",1,1.0
4206,"p[-0.324348,-0.13182,0.52,-0.3,3.14,0]","p[-0.557077,-0.115633,0.52,-0.3,3.14,0]",0.223637,1,0,1,3,3,0,255,"p[-4.88875,-12.9085,12.5282,1.49187,-1.45922,-0.246547]",0,1.0
4207,"p[-0.499198,0.0381784,0.52,-0.3,3.14,0]","p[-0.402662,-0.12037,0.52,-0.3,3.14,0]",0.0614834,1,0,1,2,3,0,255,"p[-8.68099,-15.0739,24.1554,1.75538,-4.52532,0.630338]",1,1.0
4208,"p[-0.366985,0.220023,0.52,-0.3,3.14,0]","p[-0.44259,0.0917388,0.52,-0.3,3.14,0]",-0.00932565,1,0,1,3,3,0,255,"p[-12.2898,-11.4984,7.03046,1.58539,-2.19022,-1.46645]",0,1.0
4209,"p[-0.347134,0.022881,0.52,-0.3,3.14,0]","p[-0.545736,0.103181,0.52,-0.3,3.14,0]",-1.04912,1,0,1,2,3,0,255,"p[-7.05328,-7.38365,8.57376,0.909406,-3.83956,-0.9415]",0,1.0
4210,"p[-0.646566,0.232466,0.52,-0.3,3.14,0]","p[-0.443858,0.232026,0.52,-0.3,3.14,0]",-2.52011,1,0,1,3,3,0,255,"p[-14.0542,-3.56329,16.5613,0.175538,-3.00405,-1.34768]",0,1.0
4211,"p[-0.404629,0.0349399,0.52,-0.3,3.14,0]","p[-0.548355,0.144441,0.52,-0.3,3.14,0]",2.52631,1,0,1,3,3,0,255,"p[-12.7126,-11.3788,8.53012,1.98854,-2.02733,-1.2301]",0,1.0
4212,"p[-0.478723,0.22369,0.52,-0.3,3.14,0]","p[-0.468345,0.0685626,0.52,-0.3,3.14,0]",-1.93342,1,0,1,3,3,0,255,"p[-9.44582,-5.73695,13.8638,0.543902,-3.64718,-0.418947]",0,1.0
4213,"p[-0.461251,-0.0873925,0.52,-0.3,3.14,0]","p[-0.568632,0.019836,0.52,-0.3,3.14,0]",-2.4316,1,0,1,2,3,0,255,"p[-8.30129,-12.4165,12.9241,1.90816,-2.00496,-0.496442]",1,1.0
4214,"p[-0.324862,0.00254419,0.52,-0.3,3.14,0]","p[-0.480468,0.232698,0.52,-0.3,3.14,0]",2.13418,1,0,1,1,3,0,255,"p[-8.04754,-8.78133,9.9868,0.49927,-2.49572,-1.02324]",1,1.0
4215,"p[-0.469863,0.172425,0.52,-0.3,3.14,0]","p[-0.657877,0.106144,0.52,-0.3,3.14,0]",-0.727082,1,0,1,2,3,0,255,"p[-45.7058,2.27324,35.5536,-1.15299,-7.89037,-0.149162]",1,1.0
4216,"p[-0.427604,0.00529705,0.52,-0.3,3.14,0]","p[-0.42314,0.147705,0.52,-0.3,3.14,0]",-1.18562,1,0,1,1,3,0,255,"p[-17.6679,-6.82785,18.2104,-1.05379,-3.99779,-1.10223]",1,1.0
4217,"p[-0.368027,0.0120485,0.52,-0.3,3.14,0]","p[-0.501201,0.0471125,0.52,-0.3,3.14,0]",3.09923,1,0,1,1,3,0,255,"p[-14.7742,-10.1187,18.659,1.47329,-3.92119,-1.92441]",1,1.0
4218,"p[-0.465643,0.0404866,0.52,-0.3,3.14,0]","p[-0.358272,-0.00350825,0.52,-0.3,3.14,0]",-1.01296,1,0,1,1,3,0,255,"p[-12.9012,-21.4557,15.9089,1.68805,-3.73745,-1.66744]",0,1.0
4219,"p[-0.425733,-0.0393296,0.52,-0.3,3.14,0]","p[-0.384274,0.133696,0.52,-0.3,3.14,0]",-0.87066,1,0,1,3,3,0,255,"p[-9.89947,-9.3913,14.9004,-0.726751,-2.76473,-0.562747]",0,1.0
4220,"p[-0.473545,0.124277,0.52,-0.3,3.14,0]","p[-0.58841,0.140945,0.52,-0.3,3.14,0]",-0.218474,1,0,1,3,3,0,255,"p[-12.5405,-0.629089,12.8189,1.09345,-2.81168,0.0469129]",0,1.0
4221,"p[-0.487409,0.143407,0.52,-0.3,3.14,0]","p[-0.599511,0.081263,0.52,-0.3,3.14,0]",-2.36,1,0,1,3,3,0,255,"p[-20.0181,-4.69254,17.2451,-0.127994,-4.82691,-0.91115]",0,1.0
4222,"p[-0.634128,0.0226571,0.52,-0.3,3.14,0]","p[-0.362376,-0.0697437,0.52,-0.3,3.14,0]",1.22591,1,0,1,2,3,0,255,"p[-8.15711,-15.1265,14.2545,2.67916,-3.88595,-0.861037]",1,1.0
4223,"p[-0.654091,0.164755,0.52,-0.3,3.14,0]","p[-0.332207,-0.0957849,0.52,-0.3,3.14,0]",2.71123,1,0,1,1,3,0,255,"p[-9.67239,-20.805,14.067,3.0191,-1.50129,-0.854876]",0,1.0
4224,"p[-0.410783,-0.0451192,0.52,-0.3,3.14,0]","p[-0.42551,0.118983,0.52,-0.3,3.14,0]",-0.602249,1,0,1,3,3,0,255,"p[-18.192,-16.1666,15.9533,0.83777,-3.4344,-2.46114]",0,1.0
4225,"p[-0.372646,-0.166747,0.52,-0.3,3.14,0]","p[-0.632952,0.0872938,0.52,-0.3,3.14,0]",-1.82311,1,0,1,2,3,0,255,"p[-17.0124,-9.04899,15.2632,1.12806,-2.86224,-1.44705]",1,1.0
4226,"p[-0.673961,0.234978,0.52,-0.3,3.14,0]","p[-0.440203,0.202227,0.52,-0.3,3.14,0]",-2.30511,1,0,1,2,3,0,255,"p[-15.4699,-8.81122,0.988342,1.47068,-1.69903,-2.02585]",1,1.0
4227,"p[-0.458469,0.117545,0.52,-0.3,3.14,0]","p[-0.618135,-0.0530466,0.52,-0.3,3.14,0]",0.216038,1,0,1,1,3,0,255,"p[-22.2593,-12.1651,15.7305,1.98157,-4.16014,-2.2867]",1,1.0
4228,"p[-0.525067,-0.16498,0.52,-0.3,3.14,0]","p[-0.487805,0.186248,0.52,-0.3,3.14,0]",0.0030864,1,0,1,3,3,0,255,"p[-14.25,-9.23235,10.7564,-0.367157,-2.4635,-1.94523]",0,1.0
4229,"p[-0.47247,0.175002,0.52,-0.3,3.14,0]","p[-0.645653,0.0677906,0.52,-0.3,3.14,0]",-2.00313,1,0,1,3,3,0,255,"p[-24.4284,-1.73529,22.2978,-0.515351,-5.52731,0.371587]",0,1.0
4230,"p[-0.561212,-0.00277245,0.52,-0.3,3.14,0]","p[-0.460661,0.107031,0.52,-0.3,3.14,0]",0.056898,1,0,1,1,3,0,255,"p[-16.77,-14.5842,17.1026,1.51032,-4.03182,-1.5223]",1,1.0
4231,"p[-0.587963,-0.117171,0.52,-0.3,3.14,0]","p[-0.551122,-0.13938,0.52,-0.3,3.14,0]",-0.366472,1,0,1,1,3,0,255,"p[-5.08176,-11.3706,14.6247,1.4972,-2.23914,-1.4222]",1,1.0
4232,"p[-0.429283,-0.0438571,0.52,-0.3,3.14,0]","p[-0.671376,0.210402,0.52,-0.3,3.14,0]",1.22461,1,0,1,1,3,0,255,"p[-55.7452,10.6278,46.3231,-2.87666,-10.9256,0.0357735]",0,1.0
4233,"p[-0.611878,-0.10535,0.52,-0.3,3.14,0]","p[-0.390377,-0.0898784,0.52,-0.3,3.14,0]",1.90955,1,0,1,3,3,0,255,"p[-9.67546,-22.5998,18.2154,3.28917,-2.79575,0.00422663]",0,0.0
4234,"p[-0.63244,0.210775,0.52,-0.3,3.14,0]","p[-0.674636,0.0528224,0.52,-0.3,3.14,0]",-1.93941,1,0,1,3,3,0,255,"p[-10.982,-8.12418,15.7934,-0.298385,-4.35065,-0.407295]",0,1.0
4235,"p[-0.549946,-0.152789,0.52,-0.3,3.14,0]","p[-0.572085,-0.0199516,0.52,-0.3,3.14,0]",0.075733,1,0,1,1,3,0,255,"p[-21.2962,-10.08,18.0412,2.18481,-5.16491,-0.48221]",1,1.0
4236,"p[-0.366275,0.181827,0.52,-0.3,3.14,0]","p[-0.663333,0.00309047,0.52,-0.3,3.14,0]",-1.22269,1,0,1,3,3,0,255,"p[-5.84179,-8.10442,3.14709,2.17338,-1.5281,-1.48961]",0,1.0
4237,"p[-0.518485,-0.0251971,0.52,-0.3,3.14,0]","p[-0.32011,-0.0298038,0.52,-0.3,3.14,0]",0.605523,1,0,1,3,3,0,255,"p[-8.08072,-15.0752,18.3841,1.10643,-3.69057,-0.0666801]",0,1.0
4238,"p[-0.526123,-0.0609348,0.52,-0.3,3.14,0]","p[-0.464176,0.00701164,0.52,-0.3,3.14,0]",3.00417,1,0,1,1,3,0,255,"p[-11.9663,-11.4854,18.0692,0.978998,-4.38397,-0.726576]",0,1.0
4239,"p[-0.486858,0.157864,0.52,-0.3,3.14,0]","p[-0.381037,-0.151951,0.52,-0.3,3.14,0]",-0.0922246,1,0,1,2,3,0,255,"p[-5.8864,-20.9326,13.3764,3.01903,-1.29009,-0.581322]",1,1.0
4240,"p[-0.369875,-0.100348,0.52,-0.3,3.14,0]","p[-0.679055,-0.0744702,0.52,-0.3,3.14,0]",1.25093,1,0,1,2,3,0,255,"p[-52.1504,-7.62577,38.2401,1.61002,-9.18766,0.134703]",1,1.0
4241,"p[-0.380855,0.213989,0.52,-0.3,3.14,0]","p[-0.321619,0.138583,0.52,-0.3,3.14,0]",-2.62184,1,0,1,1,3,0,255,"p[-16.785,-10.6423,15.1916,0.845964,-3.1125,-1.90178]",0,1.0
4242,"p[-0.617379,-0.105718,0.52,-0.3,3.14,0]","p[-0.564415,-0.0126514,0.52,-0.3,3.14,0]",2.12932,1,0,1,3,3,0,255,"p[-19.8733,-12.0777,15.6947,2.43043,-4.15262,-1.64724]",0,1.0
4243,"p[-0.559888,0.0185535,0.52,-0.3,3.14,0]","p[-0.614276,-0.138971,0.52,-0.3,3.14,0]",-1.68253,1,0,1,3,3,0,255,"p[-17.2938,-11.8651,16.021,0.905489,-4.76375,-1.03979]",0,1.0
4244,"p[-0.351781,0.20268,0.52,-0.3,3.14,0]","p[-0.578263,-0.0933926,0.52,-0.3,3.14,0]",-0.0382529,1,0,1,2,3,0,255,"p[-20.2294,-14.2593,16.0786,1.81619,-3.38777,-1.25337]",1,1.0
4245,"p[-0.353559,0.112949,0.52,-0.3,3.14,0]","p[-0.389516,-0.0767372,0.52,-0.3,3.14,0]",3.03105,1,0,1,2,3,0,255,"p[-10.1178,-18.0758,18.5527,2.7649,-3.11934,-0.37575]",1,1.0
4246,"p[-0.607793,-0.104873,0.52,-0.3,3.14,0]","p[-0.343458,0.0939735,0.52,-0.3,3.14,0]",-2.98872,1,0,1,1,3,0,255,"p[-16.717,-15.5251,8.91762,0.22386,-3.05972,-0.0280443]",1,1.0
4247,"p[-0.643813,0.187049,0.52,-0.3,3.14,0]","p[-0.630735,0.0659435,0.52,-0.3,3.14,0]",1.22891,1,0,1,3,3,0,255,"p[-26.2927,-6.43686,16.2875,1.51009,-3.79357,-0.486277]",0,1.0
4248,"p[-0.505377,0.113758,0.52,-0.3,3.14,0]","p[-0.653996,0.0835127,0.52,-0.3,3.14,0]",2.07267,1,0,1,3,3,0,255,"p[-15.0611,-4.28217,16.759,0.211057,-3.26404,-0.270494]",0,1.0
4249,"p[-0.533527,-0.0308311,0.52,-0.3,3.14,0]","p[-0.436622,0.122584,0.52,-0.3,3.14,0]",2.81727,1,0,1,3,3,0,255,"p[-21.0398,-15.5075,18.4499,0.791882,-3.89435,-1.4275]",0,1.0
4250,"p[-0.526085,0.135885,0.52,-0.3,3.14,0]","p[-0.655254,-0.0252158,0.52,-0.3,3.14,0]",3.1234,1,0,1,1,3,0,255,"p[-1.8326,-5.748,5.62681,2.26068,-1.71332,-0.398932]",0,1.0
4251,"p[-0.435216,0.14804,0.52,-0.3,3.14,0]","p[-0.327721,-0.0968221,0.52,-0.3,3.14,0]",1.79209,1,0,1,1,3,0,255,"p[-7.05892,-22.0526,19.4105,3.09803,-2.39981,-0.423915]",0,1.0
4252,"p[-0.626913,0.0656388,0.52,-0.3,3.14,0]","p[-0.493178,-0.0272875,0.52,-0.3,3.14,0]",2.95594,1,0,1,1,3,0,255,"p[-3.41476,-6.12977,10.6658,1.71039,-1.66226,-0.219684]",1,1.0
4253,"p[-0.592555,-0.174628,0.52,-0.3,3.14,0]","p[-0.608264,-0.0353928,0.52,-0.3,3.14,0]",-2.91029,1,0,1,3,3,0,255,"p[-30.0916,-8.93625,24.7924,1.17968,-6.11053,-0.0668307]",0,1.0
4254,"p[-0.478291,0.101617,0.52,-0.3,3.14,0]","p[-0.674668,-0.194287,0.52,-0.3,3.14,0]",-0.728252,1,0,1,3,3,0,255,"p[-30.5878,-13.8613,21.4012,2.54829,-6.09523,-0.928561]",0,1.0
4255,"p[-0.418436,0.229049,0.52,-0.3,3.14,0]","p[-0.457302,0.0789353,0.52,-0.3,3.14,0]",1.96568,1,0,1,2,3,0,255,"p[-13.039,-9.3702,11.6207,2.20442,-2.08912,-1.17355]",1,1.0
4256,"p[-0.398265,-0.0649033,0.52,-0.3,3.14,0]","p[-0.535414,-0.167129,0.52,-0.3,3.14,0]",-0.393051,1,0,1,3,3,0,255,"p[-13.5002,-15.104,26.6308,2.5303,-5.06302,-1.48957]",0,1.0
4257,"p[-0.35074,0.029473,0.52,-0.3,3.14,0]","p[-0.466917,0.195968,0.52,-0.3,3.14,0]",-1.92976,1,0,1,2,3,0,255,"p[-13.806,-7.01213,15.1955,0.13357,-2.03771,-0.445523]",1,1.0
4258,"p[-0.66421,-0.0432437,0.52,-0.3,3.14,0]","p[-0.402545,-0.0139572,0.52,-0.3,3.14,0]",-0.577818,1,0,1,1,3,0,255,"p[-8.95157,-14.8622,11.9893,1.82645,-2.2408,0.553786]",1,1.0
4259,"p[-0.439393,-0.138463,0.52,-0.3,3.14,0]","p[-0.60513,0.0843887,0.52,-0.3,3.14,0]",-1.89303,1,0,1,2,3,0,255,"p[-29.2519,-7.19516,23.8317,0.661704,-4.55328,-1.6415]",1,1.0
4260,"p[-0.570985,0.0708419,0.52,-0.3,3.14,0]","p[-0.324165,0.229854,0.52,-0.3,3.14,0]",3.0428,1,0,1,3,3,0,255,"p[-22.0609,-8.71227,14.7344,-0.534181,-3.90225,-0.176185]",0,1.0
4261,"p[-0.577878,0.124,0.52,-0.3,3.14,0]","p[-0.471897,0.176807,0.52,-0.3,3.14,0]",0.905588,1,0,1,3,3,0,255,"p[-14.9491,-3.4686,16.3713,-0.390421,-1.97376,0.495556]",0,1.0
4262,"p[-0.579137,-0.181727,0.52,-0.3,3.14,0]","p[-0.62129,0.117703,0.52,-0.3,3.14,0]",-2.6891,1,0,1,3,3,0,255,"p[-30.1499,1.80597,28.236,-0.0729205,-7.01738,-0.423492]",0,1.0
4263,"p[-0.445159,-0.0680775,0.52,-0.3,3.14,0]","p[-0.492724,0.119277,0.52,-0.3,3.14,0]",-1.354,1,0,1,3,3,0,255,"p[-15.8977,-11.3588,19.9026,0.0209571,-4.01048,-1.20289]",0,1.0
4264,"p[-0.483949,0.00926124,0.52,-0.3,3.14,0]","p[-0.493864,-0.12828,0.52,-0.3,3.14,0]",-2.71811,1,0,1,3,3,0,255,"p[-2.2772,-6.28902,1.28406,0.441672,0.0427395,-0.249705]",0,1.0
4265,"p[-0.63867,-0.150902,0.52,-0.3,3.14,0]","p[-0.338613,0.0827159,0.52,-0.3,3.14,0]",-0.607656,1,0,1,2,3,0,255,"p[-14.2543,-17.69,6.59365,1.24278,-1.98822,-0.874855]",1,1.0
4266,"p[-0.669715,-0.0572713,0.52,-0.3,3.14,0]","p[-0.337079,0.12489,0.52,-0.3,3.14,0]",-0.833869,1,0,1,3,3,0,255,"p[-15.4449,-13.3455,15.5845,0.139852,-3.29355,-0.630152]",0,1.0
4267,"p[-0.577385,0.246765,0.52,-0.3,3.14,0]","p[-0.478046,-0.170568,0.52,-0.3,3.14,0]",1.51934,1,0,1,3,3,0,255,"p[-7.90585,-14.1461,14.7414,1.9761,-1.95529,-1.9742]",0,1.0
4268,"p[-0.551431,-0.110407,0.52,-0.3,3.14,0]","p[-0.329478,-0.153809,0.52,-0.3,3.14,0]",-1.5645,1,0,1,3,3,0,255,"p[-5.00918,-11.4243,19.1924,2.48791,-2.76014,-1.53598]",0,1.0
4269,"p[-0.556648,-0.19821,0.52,-0.3,3.14,0]","p[-0.4345,0.0549994,0.52,-0.3,3.14,0]",-2.23521,1,0,1,3,3,0,255,"p[-9.97403,-10.3468,12.1396,1.80774,-3.22014,-0.996558]",0,0.0
4270,"p[-0.644756,0.196397,0.52,-0.3,3.14,0]","p[-0.517033,0.21056,0.52,-0.3,3.14,0]",0.406855,1,0,1,3,3,0,255,"p[-15.8199,-6.49312,17.3233,-0.457394,-2.63163,-0.163358]",0,1.0
4271,"p[-0.496268,0.0251831,0.52,-0.3,3.14,0]","p[-0.655522,-0.103843,0.52,-0.3,3.14,0]",-1.46191,1,0,1,2,3,0,255,"p[-22.2446,-10.151,17.2234,1.12024,-3.50267,-0.64172]",1,1.0
4272,"p[-0.557934,-0.0637805,0.52,-0.3,3.14,0]","p[-0.323292,-0.0572177,0.52,-0.3,3.14,0]",-0.614989,1,0,1,2,3,0,255,"p[-7.99017,-29.106,8.23612,3.99229,-1.5925,-1.08146]",0,1.0
4273,"p[-0.361873,0.0560356,0.52,-0.3,3.14,0]","p[-0.555061,0.163625,0.52,-0.3,3.14,0]",-1.15413,1,0,1,3,3,0,255,"p[-18.3639,-9.63747,16.3504,1.13186,-3.69328,-3.19752]",0,1.0
4274,"p[-0.556462,-0.0398407,0.52,-0.3,3.14,0]","p[-0.485707,0.0627019,0.52,-0.3,3.14,0]",-0.424081,1,0,1,3,3,0,255,"p[-14.0353,-5.79807,18.4868,0.250722,-3.80565,-0.0573708]",0,1.0
4275,"p[-0.439246,0.0831126,0.52,-0.3,3.14,0]","p[-0.679013,0.18581,0.52,-0.3,3.14,0]",-2.9801,1,0,1,2,3,0,255,"p[-34.5231,5.82024,28.282,-0.875739,-7.72846,-0.39776]",1,1.0
4276,"p[-0.504016,-0.0588671,0.52,-0.3,3.14,0]","p[-0.425362,-0.119121,0.52,-0.3,3.14,0]",-0.1515,1,0,1,3,3,0,255,"p[-2.15637,-15.7455,10.7947,1.57434,-0.954465,-0.291132]",0,1.0
