,move_00,move_1,rotate_angle,gACT,gMOD,gGTO,gSTA,gIMC,gFLT,gPRE,tcp_force,success,isDoll
110,"p[-0.459601,-0.0815006,0.52,-0.3,3.14,0]","p[-0.449009,-0.0625906,0.52,-0.3,3.14,0]",2.69145,1,0,1,3,3,0,255,"p[-10.6685,-16.5942,15.1637,3.14399,-1.91135,-1.77526]",0,1.0
111,"p[-0.506384,0.0438394,0.52,-0.3,3.14,0]","p[-0.535353,-0.11992,0.52,-0.3,3.14,0]",-1.42417,1,0,1,1,3,0,255,"p[-6.58531,-12.8448,14.7446,1.44805,-1.91984,-1.279]",0,1.0
112,"p[-0.589907,-0.166196,0.52,-0.3,3.14,0]","p[-0.348136,-0.0741925,0.52,-0.3,3.14,0]",0.886617,1,0,1,3,3,0,255,"p[-11.0511,-25.8006,21.4384,3.41258,-4.93279,-1.05445]",0,1.0
113,"p[-0.351273,0.164396,0.52,-0.3,3.14,0]","p[-0.438255,0.222069,0.52,-0.3,3.14,0]",-1.92653,1,0,1,3,3,0,255,"p[-21.2991,-5.35262,18.2884,0.250228,-3.17911,-1.1914]",0,0.0
114,"p[-0.469287,0.183236,0.52,-0.3,3.14,0]","p[-0.352883,0.193938,0.52,-0.3,3.14,0]",-2.00475,1,0,1,3,3,0,255,"p[-25.1011,-11.9271,22.4887,-1.03137,-5.23792,-2.55167]",0,0.0
115,"p[-0.406088,0.123753,0.52,-0.3,3.14,0]","p[-0.356085,0.171554,0.52,-0.3,3.14,0]",-3.11721,1,0,1,3,3,0,255,"p[-22.9464,-15.599,20.1066,-1.02804,-5.21124,-2.00654]",0,0.0
116,"p[-0.452398,0.177753,0.52,-0.3,3.14,0]","p[-0.411361,-0.101402,0.52,-0.3,3.14,0]",-0.00829782,1,0,1,3,3,0,255,"p[-11.4664,-22.5006,15.4504,2.87316,-2.17239,-2.78763]",0,1.0
117,"p[-0.525302,0.156039,0.52,-0.3,3.14,0]","p[-0.366154,0.122602,0.52,-0.3,3.14,0]",0.972301,1,0,1,3,3,0,255,"p[-18.2402,-15.2956,18.3775,0.84308,-2.99315,-0.494602]",0,0.0
118,"p[-0.421485,0.173874,0.52,-0.3,3.14,0]","p[-0.599857,0.141961,0.52,-0.3,3.14,0]",0.849882,1,0,1,1,3,0,255,"p[-17.686,-2.76668,19.6132,-0.250679,-4.04733,-1.22543]",0,1.0
119,"p[-0.583153,-0.00277405,0.52,-0.3,3.14,0]","p[-0.589314,-0.173762,0.52,-0.3,3.14,0]",2.4114,1,0,1,1,3,0,255,"p[-27.7899,-21.2476,28.5025,3.05167,-6.54978,-1.19322]",1,1.0
120,"p[-0.458286,0.109323,0.52,-0.3,3.14,0]","p[-0.612911,0.169114,0.52,-0.3,3.14,0]",-2.89282,1,0,1,2,3,0,255,"p[-23.7123,-0.209096,13.0299,0.990422,-3.10759,-1.40253]",1,1.0
121,"p[-0.465665,0.0369581,0.52,-0.3,3.14,0]","p[-0.497553,-0.171409,0.52,-0.3,3.14,0]",1.7611,1,0,1,1,3,0,255,"p[-6.79377,-10.0874,17.4103,2.02665,-2.61241,-0.998222]",0,1.0
122,"p[-0.623183,-0.120752,0.52,-0.3,3.14,0]","p[-0.463634,-0.0981801,0.52,-0.3,3.14,0]",3.05321,1,0,1,2,3,0,255,"p[-8.86492,-7.34348,11.0626,1.44504,-2.06721,-1.16516]",1,1.0
123,"p[-0.547503,-0.0960473,0.52,-0.3,3.14,0]","p[-0.525099,0.0190765,0.52,-0.3,3.14,0]",0.283496,1,0,1,2,3,0,255,"p[-19.5999,-14.47,18.6179,1.56017,-3.57748,-0.402683]",0,1.0
124,"p[-0.592916,-0.0366198,0.52,-0.3,3.14,0]","p[-0.461611,-0.0892709,0.52,-0.3,3.14,0]",-2.72352,1,0,1,1,3,0,255,"p[-0.559721,-13.9501,6.47362,1.53356,-0.0146399,-1.84271]",0,1.0
125,"p[-0.510505,0.0165378,0.52,-0.3,3.14,0]","p[-0.354874,-0.191586,0.52,-0.3,3.14,0]",-2.62357,1,0,1,2,3,0,255,"p[-6.05031,-18.1713,18.4112,3.0787,-2.657,-0.596534]",1,1.0
126,"p[-0.427428,-0.0552728,0.52,-0.3,3.14,0]","p[-0.604679,-0.0900756,0.52,-0.3,3.14,0]",-0.184991,1,0,1,3,3,0,255,"p[-20.4813,-8.97235,13.8152,1.37725,-1.93079,-1.22126]",0,1.0
127,"p[-0.486538,0.0615517,0.52,-0.3,3.14,0]","p[-0.470719,-0.112671,0.52,-0.3,3.14,0]",1.13606,1,0,1,1,3,0,255,"p[-12.0693,-11.9416,21.12,1.86423,-3.49756,-0.908]",0,1.0
128,"p[-0.478901,0.0321325,0.52,-0.3,3.14,0]","p[-0.394594,-0.0611594,0.52,-0.3,3.14,0]",0.342883,1,0,1,3,3,0,255,"p[-9.77698,-12.7065,23.7471,2.5558,-4.30142,-1.79179]",0,1.0
129,"p[-0.626692,0.237355,0.52,-0.3,3.14,0]","p[-0.524903,0.0279958,0.52,-0.3,3.14,0]",0.159233,1,0,1,1,3,0,255,"p[-17.4359,-11.1312,17.6306,1.35067,-3.01993,-2.19383]",0,1.0
130,"p[-0.472085,-0.033359,0.52,-0.3,3.14,0]","p[-0.520505,0.153882,0.52,-0.3,3.14,0]",-2.94733,1,0,1,3,3,0,255,"p[-8.18329,-8.09322,2.82027,-0.250717,-0.561773,-0.986668]",0,0.0
131,"p[-0.382585,0.145678,0.52,-0.3,3.14,0]","p[-0.485403,0.11244,0.52,-0.3,3.14,0]",2.439,1,0,1,3,3,0,255,"p[-12.2761,-5.4026,17.5648,0.410974,-4.30255,-0.21518]",0,1.0
132,"p[-0.373338,-0.183719,0.52,-0.3,3.14,0]","p[-0.507861,0.0894167,0.52,-0.3,3.14,0]",2.83657,1,0,1,3,3,0,255,"p[-17.3798,-15.0596,16.9272,1.91036,-3.91167,-1.51422]",0,1.0
133,"p[-0.462213,0.00271928,0.52,-0.3,3.14,0]","p[-0.487073,-0.0378577,0.52,-0.3,3.14,0]",2.30459,1,0,1,2,3,0,255,"p[-11.9612,2.74255,20.3172,1.06166,-3.66843,0.480276]",1,1.0
134,"p[-0.608909,0.184208,0.52,-0.3,3.14,0]","p[-0.449469,-0.0486442,0.52,-0.3,3.14,0]",-2.36913,1,0,1,3,3,0,255,"p[-2.18148,-14.3615,5.39566,3.01639,-0.280915,-1.91946]",0,1.0
135,"p[-0.622293,0.011578,0.52,-0.3,3.14,0]","p[-0.370632,-0.15244,0.52,-0.3,3.14,0]",1.88401,1,0,1,2,3,0,255,"p[-4.44838,-27.5345,15.8424,4.05334,-1.28994,-1.80169]",1,1.0
136,"p[-0.513956,0.075669,0.52,-0.3,3.14,0]","p[-0.547165,0.137219,0.52,-0.3,3.14,0]",-0.674951,1,0,1,1,3,0,255,"p[-19.1067,-6.52598,12.8171,0.886786,-2.93896,-2.03273]",1,1.0
137,"p[-0.386267,-0.176161,0.52,-0.3,3.14,0]","p[-0.433588,0.0842898,0.52,-0.3,3.14,0]",3.09021,1,0,1,2,3,0,255,"p[-14.2347,-13.4347,19.8727,1.69458,-4.71432,-0.676542]",1,1.0
138,"p[-0.62553,0.23996,0.52,-0.3,3.14,0]","p[-0.603485,0.160599,0.52,-0.3,3.14,0]",-2.27538,1,0,1,3,3,0,255,"p[-35.2428,7.47812,33.2238,-0.17186,-6.20034,0.0525496]",0,1.0
139,"p[-0.338346,-0.0869182,0.52,-0.3,3.14,0]","p[-0.405941,0.237234,0.52,-0.3,3.14,0]",-2.65442,1,0,1,3,3,0,255,"p[-5.15107,-7.75456,8.01947,0.895071,-2.2609,-0.640563]",0,1.0
140,"p[-0.636738,-0.169171,0.52,-0.3,3.14,0]","p[-0.609516,0.0464007,0.52,-0.3,3.14,0]",-1.27526,1,0,1,3,3,0,255,"p[-31.9243,-6.15189,25.0913,0.190249,-5.03366,-1.13214]",0,1.0
141,"p[-0.428862,0.170509,0.52,-0.3,3.14,0]","p[-0.547521,0.0388118,0.52,-0.3,3.14,0]",-2.11983,1,0,1,1,3,0,255,"p[-12.9599,-15.9506,14.9541,1.61604,-3.2351,-2.15578]",1,1.0
142,"p[-0.445331,0.197868,0.52,-0.3,3.14,0]","p[-0.370991,-0.0624619,0.52,-0.3,3.14,0]",-2.46821,1,0,1,3,3,0,255,"p[0.219024,-13.4789,4.26791,3.07423,-1.18054,-0.439767]",0,1.0
143,"p[-0.548797,-0.0807779,0.52,-0.3,3.14,0]","p[-0.400735,0.137013,0.52,-0.3,3.14,0]",1.38505,1,0,1,1,3,0,255,"p[-19.5598,-13.7506,16.3398,0.225724,-3.60693,-1.49159]",0,1.0
144,"p[-0.39844,0.213521,0.52,-0.3,3.14,0]","p[-0.583297,-0.111121,0.52,-0.3,3.14,0]",1.53902,1,0,1,1,3,0,255,"p[-16.5948,-13.3419,27.0398,2.29225,-6.52764,-0.894532]",1,1.0
145,"p[-0.540622,-0.0915986,0.52,-0.3,3.14,0]","p[-0.33386,0.249297,0.52,-0.3,3.14,0]",0.18294,1,0,1,3,3,0,255,"p[-16.8987,-5.62157,17.8284,-0.663041,-3.29673,-0.0601997]",0,1.0
146,"p[-0.63039,0.144303,0.52,-0.3,3.14,0]","p[-0.548221,-0.0558354,0.52,-0.3,3.14,0]",0.791318,1,0,1,3,3,0,255,"p[-13.0851,-10.2535,23.1177,2.48885,-5.0081,-0.224292]",0,1.0
147,"p[-0.488666,0.186848,0.52,-0.3,3.14,0]","p[-0.561883,-0.108005,0.52,-0.3,3.14,0]",2.84705,1,0,1,3,3,0,255,"p[-16.141,-14.7309,13.8461,2.33315,-3.06837,-0.585576]",0,1.0
148,"p[-0.531474,0.0172182,0.52,-0.3,3.14,0]","p[-0.542387,0.195338,0.52,-0.3,3.14,0]",-2.66248,1,0,1,3,3,0,255,"p[-27.4431,-6.29593,17.2499,-0.725741,-3.90529,-2.2841]",0,1.0
149,"p[-0.448399,-0.133867,0.52,-0.3,3.14,0]","p[-0.590965,-0.174062,0.52,-0.3,3.14,0]",-2.78783,1,0,1,3,3,0,255,"p[-23.0808,-19.9266,23.7616,3.42013,-4.31791,-0.914828]",0,1.0
150,"p[-0.469193,0.0675522,0.52,-0.3,3.14,0]","p[-0.513119,-0.023296,0.52,-0.3,3.14,0]",1.3379,1,0,1,1,3,0,255,"p[-14.8546,-11.3349,23.3846,1.53809,-4.77531,-1.53433]",0,1.0
151,"p[-0.322953,-0.144701,0.52,-0.3,3.14,0]","p[-0.431886,0.0340267,0.52,-0.3,3.14,0]",1.40982,1,0,1,2,3,0,255,"p[-8.56409,-10.6147,19.1179,1.7963,-3.97752,-1.29431]",1,1.0
152,"p[-0.355359,-0.177656,0.52,-0.3,3.14,0]","p[-0.543689,0.136591,0.52,-0.3,3.14,0]",0.794477,1,0,1,3,3,0,255,"p[-22.5803,-9.04322,23.3004,1.00492,-4.61285,-2.00306]",0,0.0
153,"p[-0.628221,0.170582,0.52,-0.3,3.14,0]","p[-0.551841,-0.0546084,0.52,-0.3,3.14,0]",-0.748994,1,0,1,3,3,0,255,"p[-12.7984,-5.25288,18.6347,1.36082,-3.41544,-1.00295]",0,1.0
154,"p[-0.43825,-0.0259591,0.52,-0.3,3.14,0]","p[-0.464148,0.164695,0.52,-0.3,3.14,0]",-1.86448,1,0,1,3,3,0,255,"p[-17.9298,-2.90796,13.9859,-1.32539,-2.9919,-0.024011]",0,1.0
155,"p[-0.432529,-0.065536,0.52,-0.3,3.14,0]","p[-0.622329,-0.0425242,0.52,-0.3,3.14,0]",2.32363,1,0,1,2,3,0,255,"p[-21.8932,-11.8045,24.593,2.03592,-5.67984,-0.736492]",1,1.0
156,"p[-0.4534,-0.05275,0.52,-0.3,3.14,0]","p[-0.516185,0.0301263,0.52,-0.3,3.14,0]",-1.51114,1,0,1,3,3,0,255,"p[-15.5273,-18.1418,17.5696,1.59414,-3.767,-2.98904]",0,1.0
157,"p[-0.620048,0.0808405,0.52,-0.3,3.14,0]","p[-0.612341,0.179459,0.52,-0.3,3.14,0]",-2.09542,1,0,1,3,3,0,255,"p[-21.2421,-6.32019,14.9438,1.32061,-3.5505,-0.401749]",0,1.0
158,"p[-0.457968,-0.149563,0.52,-0.3,3.14,0]","p[-0.500532,0.149387,0.52,-0.3,3.14,0]",0.545409,1,0,1,3,3,0,255,"p[-19.0454,-6.98771,15.8367,-0.498621,-4.06771,-1.62592]",0,0.0
159,"p[-0.478452,-0.197345,0.52,-0.3,3.14,0]","p[-0.580686,0.169519,0.52,-0.3,3.14,0]",-2.06549,1,0,1,3,3,0,255,"p[-21.408,-1.23813,15.1756,0.573097,-4.15675,-0.507042]",0,1.0
160,"p[-0.559714,0.232586,0.52,-0.3,3.14,0]","p[-0.333565,-0.141209,0.52,-0.3,3.14,0]",0.892008,1,0,1,1,3,0,255,"p[-7.58849,-19.3496,22.8147,2.94761,-3.02567,-1.82709]",0,1.0
161,"p[-0.539583,0.208577,0.52,-0.3,3.14,0]","p[-0.617466,0.0585877,0.52,-0.3,3.14,0]",-0.515705,1,0,1,3,3,0,255,"p[-18.3926,-12.1041,10.9581,1.38835,-3.20169,-2.05172]",0,1.0
162,"p[-0.643283,-0.0309255,0.52,-0.3,3.14,0]","p[-0.512791,-0.0210223,0.52,-0.3,3.14,0]",-2.04638,1,0,1,3,3,0,255,"p[-12.0546,-11.9729,16.2346,1.36345,-4.22747,-0.700981]",0,1.0
163,"p[-0.645592,-0.148176,0.52,-0.3,3.14,0]","p[-0.571128,0.0100594,0.52,-0.3,3.14,0]",-1.33166,1,0,1,3,3,0,255,"p[-18.0704,-11.3537,26.7876,1.4531,-5.60139,-0.171131]",0,0.0
164,"p[-0.460505,-0.0843248,0.52,-0.3,3.14,0]","p[-0.471487,-0.13152,0.52,-0.3,3.14,0]",-1.36385,1,0,1,3,3,0,255,"p[-11.4081,-18.6977,19.5911,2.00243,-3.03991,-1.28414]",0,1.0
165,"p[-0.487272,-0.138906,0.52,-0.3,3.14,0]","p[-0.625206,-0.122471,0.52,-0.3,3.14,0]",1.55069,1,0,1,3,3,0,255,"p[-8.98829,-15.0383,12.8034,1.92954,-3.15545,-0.580558]",0,1.0
166,"p[-0.509998,0.0761066,0.52,-0.3,3.14,0]","p[-0.374386,0.0499287,0.52,-0.3,3.14,0]",2.84563,1,0,1,1,3,0,255,"p[-13.5419,-12.2096,14.2109,2.26746,-2.87125,0.405252]",0,1.0
167,"p[-0.477441,0.196138,0.52,-0.3,3.14,0]","p[-0.361999,0.00868101,0.52,-0.3,3.14,0]",2.70375,1,0,1,1,3,0,255,"p[-21.0065,-27.2521,20.3056,3.7885,-3.81205,-2.46946]",1,1.0
168,"p[-0.358456,-0.0023547,0.52,-0.3,3.14,0]","p[-0.392101,0.0440386,0.52,-0.3,3.14,0]",1.22138,1,0,1,3,3,0,255,"p[-13.6672,-26.3312,4.16436,3.42929,-2.48482,-1.49019]",0,1.0
169,"p[-0.621827,-0.120036,0.52,-0.3,3.14,0]","p[-0.642513,-0.0103198,0.52,-0.3,3.14,0]",0.589051,1,0,1,3,3,0,255,"p[-42.8013,-8.99925,31.2446,1.69063,-6.04334,-1.39247]",0,1.0
170,"p[-0.437868,0.127805,0.52,-0.3,3.14,0]","p[-0.432439,0.219817,0.52,-0.3,3.14,0]",-0.0733201,1,0,1,2,3,0,255,"p[-15.7467,-11.7083,9.64123,1.11743,-2.68994,-1.53302]",1,1.0
171,"p[-0.429335,-0.0854508,0.52,-0.3,3.14,0]","p[-0.465679,0.163785,0.52,-0.3,3.14,0]",-1.43091,1,0,1,3,3,0,255,"p[-14.3365,-8.16284,19.8511,-0.530775,-3.27154,-1.05324]",0,1.0
172,"p[-0.363009,0.00564191,0.52,-0.3,3.14,0]","p[-0.386885,-0.0889113,0.52,-0.3,3.14,0]",1.816,1,0,1,2,3,0,255,"p[-8.72391,-21.8657,14.0622,3.32776,-1.89461,-2.29237]",1,1.0
173,"p[-0.515512,-0.155581,0.52,-0.3,3.14,0]","p[-0.479607,0.0281899,0.52,-0.3,3.14,0]",2.69161,1,0,1,3,3,0,255,"p[-3.04008,-16.0753,5.53848,2.39721,-0.387053,-1.03567]",0,1.0
174,"p[-0.514657,-0.0365825,0.52,-0.3,3.14,0]","p[-0.492391,0.22617,0.52,-0.3,3.14,0]",2.38623,1,0,1,3,3,0,255,"p[-8.74352,-6.72026,11.8544,-0.717334,-3.18582,-0.189237]",0,1.0
175,"p[-0.463099,-0.0341063,0.52,-0.3,3.14,0]","p[-0.441538,0.144228,0.52,-0.3,3.14,0]",0.460716,1,0,1,3,3,0,255,"p[-18.537,-11.7738,23.5934,-0.836329,-4.69496,-0.385809]",0,1.0
176,"p[-0.570162,-0.0296898,0.52,-0.3,3.14,0]","p[-0.599018,0.199778,0.52,-0.3,3.14,0]",-2.29057,1,0,1,1,3,0,255,"p[-32.2975,1.38254,24.2431,-1.3362,-5.7867,-0.968864]",0,1.0
177,"p[-0.561442,0.0112119,0.52,-0.3,3.14,0]","p[-0.625062,-0.0541529,0.52,-0.3,3.14,0]",2.07989,1,0,1,3,3,0,255,"p[-38.3058,-12.2365,33.776,2.69392,-7.52719,-0.324651]",0,1.0
178,"p[-0.598677,0.191077,0.52,-0.3,3.14,0]","p[-0.570732,-0.00454511,0.52,-0.3,3.14,0]",-0.744878,1,0,1,3,3,0,255,"p[-12.06,-3.33546,23.2338,1.17627,-4.49105,-0.855973]",0,1.0
179,"p[-0.42686,-0.134609,0.52,-0.3,3.14,0]","p[-0.406249,0.140852,0.52,-0.3,3.14,0]",0.140675,1,0,1,3,3,0,255,"p[-15.5511,-12.5786,11.3446,0.140686,-2.55613,-0.629887]",0,1.0
180,"p[-0.365267,-0.00226756,0.52,-0.3,3.14,0]","p[-0.351602,0.202857,0.52,-0.3,3.14,0]",1.78123,1,0,1,3,3,0,255,"p[-26.798,-13.6922,17.2265,1.07965,-3.99353,-1.63036]",0,1.0
181,"p[-0.535596,0.245259,0.52,-0.3,3.14,0]","p[-0.623235,-0.0267658,0.52,-0.3,3.14,0]",1.31296,1,0,1,3,3,0,255,"p[-15.674,-4.49681,21.543,1.68445,-4.52976,-0.545152]",0,1.0
182,"p[-0.328874,-0.0868625,0.52,-0.3,3.14,0]","p[-0.498287,0.192115,0.52,-0.3,3.14,0]",-1.22014,1,0,1,3,3,0,255,"p[-11.416,-13.1032,13.6134,-0.791855,-2.89747,-1.26543]",0,0.0
183,"p[-0.436387,0.0620113,0.52,-0.3,3.14,0]","p[-0.546743,0.104428,0.52,-0.3,3.14,0]",-0.414758,1,0,1,3,3,0,255,"p[-5.93556,-8.54344,16.4421,0.519165,-4.39561,-2.75791]",0,0.0
184,"p[-0.399704,0.0601533,0.52,-0.3,3.14,0]","p[-0.635598,-0.0295855,0.52,-0.3,3.14,0]",-1.41967,1,0,1,3,3,0,255,"p[-34.9063,-6.66108,29.1832,1.65416,-7.27434,-0.45932]",0,1.0
185,"p[-0.595681,0.247026,0.52,-0.3,3.14,0]","p[-0.338999,0.0199232,0.52,-0.3,3.14,0]",2.34673,1,0,1,3,3,0,255,"p[-12.0388,-24.2829,7.60321,3.6163,-2.47144,-1.53525]",0,1.0
186,"p[-0.465754,0.168908,0.52,-0.3,3.14,0]","p[-0.512308,0.0108566,0.52,-0.3,3.14,0]",-1.0052,1,0,1,1,3,0,255,"p[-11.9113,-9.1919,13.2217,0.881093,-4.02665,-0.293068]",0,1.0
187,"p[-0.383257,-0.00961803,0.52,-0.3,3.14,0]","p[-0.533064,0.0449701,0.52,-0.3,3.14,0]",-1.75285,1,0,1,3,3,0,255,"p[-19.2875,-1.84036,18.4343,0.247716,-4.05209,-1.06244]",0,1.0
188,"p[-0.56185,-0.0734569,0.52,-0.3,3.14,0]","p[-0.536097,0.238482,0.52,-0.3,3.14,0]",-0.922504,1,0,1,2,3,0,255,"p[-13.3592,-9.71459,8.79418,0.372739,-1.80782,-0.850229]",1,1.0
189,"p[-0.60936,0.0984916,0.52,-0.3,3.14,0]","p[-0.526924,0.120511,0.52,-0.3,3.14,0]",-1.87795,1,0,1,3,3,0,255,"p[-12.9239,-6.19849,14.4458,1.36795,-3.77532,-0.716944]",0,1.0
190,"p[-0.531055,0.0974874,0.52,-0.3,3.14,0]","p[-0.344634,-0.163442,0.52,-0.3,3.14,0]",0.31281,1,0,1,3,3,0,255,"p[-7.91091,-24.6069,22.1879,3.24214,-3.92131,-1.15509]",0,1.0
191,"p[-0.50219,0.151187,0.52,-0.3,3.14,0]","p[-0.613617,0.1347,0.52,-0.3,3.14,0]",-1.33038,1,0,1,3,3,0,255,"p[-10.7406,-8.65471,16.4907,0.496757,-4.52085,-3.11645]",0,1.0
192,"p[-0.388905,0.190663,0.52,-0.3,3.14,0]","p[-0.487983,0.223757,0.52,-0.3,3.14,0]",2.61304,1,0,1,1,3,0,255,"p[-21.2382,-1.40987,20.326,-0.509737,-3.92457,-1.74059]",1,1.0
193,"p[-0.322862,0.148784,0.52,-0.3,3.14,0]","p[-0.408834,0.198485,0.52,-0.3,3.14,0]",0.613981,1,0,1,3,3,0,255,"p[-1.22222,-8.25415,6.43778,0.496056,-2.23321,-0.850048]",0,1.0
194,"p[-0.351382,0.0613826,0.52,-0.3,3.14,0]","p[-0.583581,0.130596,0.52,-0.3,3.14,0]",1.98384,1,0,1,3,3,0,255,"p[-26.27,-1.26344,20.2595,1.40881,-4.53161,-1.43332]",0,1.0
195,"p[-0.558528,0.0388501,0.52,-0.3,3.14,0]","p[-0.440684,-0.0762947,0.52,-0.3,3.14,0]",-3.02269,1,0,1,1,3,0,255,"p[-11.8939,-16.413,20.7069,2.51128,-4.40929,-0.846011]",0,1.0
196,"p[-0.489844,0.155883,0.52,-0.3,3.14,0]","p[-0.421256,0.125567,0.52,-0.3,3.14,0]",1.03724,1,0,1,3,3,0,255,"p[-11.9442,-15.9576,6.53052,0.909832,-1.25061,-1.45928]",0,1.0
197,"p[-0.586752,0.240891,0.52,-0.3,3.14,0]","p[-0.511814,0.167655,0.52,-0.3,3.14,0]",1.27191,1,0,1,3,3,0,255,"p[-6.3378,5.77875,16.3457,-1.70659,-2.41918,-1.2527]",0,0.0
198,"p[-0.383763,0.136007,0.52,-0.3,3.14,0]","p[-0.419099,-0.0702565,0.52,-0.3,3.14,0]",-2.9957,1,0,1,1,3,0,255,"p[-1.48437,-15.2944,5.25172,2.24525,-1.56098,-2.05109]",1,1.0
199,"p[-0.507924,0.237585,0.52,-0.3,3.14,0]","p[-0.596829,-0.0684754,0.52,-0.3,3.14,0]",0.421875,1,0,1,1,3,0,255,"p[-30.4989,-10.1817,27.385,1.80618,-5.00751,-0.689587]",0,1.0
200,"p[-0.588746,0.00701827,0.52,-0.3,3.14,0]","p[-0.513333,-0.0519229,0.52,-0.3,3.14,0]",-2.81003,1,0,1,1,3,0,255,"p[-8.91596,-7.45988,17.8952,2.03506,-3.96664,-0.393575]",0,1.0
201,"p[-0.620261,0.118857,0.52,-0.3,3.14,0]","p[-0.556844,0.123199,0.52,-0.3,3.14,0]",0.221252,1,0,1,3,3,0,255,"p[-15.2692,-3.45217,21.1606,0.654746,-4.91949,0.0694161]",0,0.0
202,"p[-0.466243,-0.132766,0.52,-0.3,3.14,0]","p[-0.398462,0.0863718,0.52,-0.3,3.14,0]",2.66712,1,0,1,3,3,0,255,"p[-12.1376,-14.6044,5.23373,1.43389,-2.22311,0.529378]",0,1.0
203,"p[-0.393796,0.0866939,0.52,-0.3,3.14,0]","p[-0.632734,0.156891,0.52,-0.3,3.14,0]",-2.60389,1,0,1,3,3,0,255,"p[-21.9594,0.388495,18.6124,0.219648,-4.10952,-1.10383]",0,1.0
204,"p[-0.35719,0.246012,0.52,-0.3,3.14,0]","p[-0.53534,0.217186,0.52,-0.3,3.14,0]",-1.53144,1,0,1,3,3,0,255,"p[-18.5303,-4.31197,21.7992,-1.45999,-4.01891,-1.75708]",0,0.0
205,"p[-0.551683,-0.141007,0.52,-0.3,3.14,0]","p[-0.421865,0.0753778,0.52,-0.3,3.14,0]",-1.06653,1,0,1,3,3,0,255,"p[-6.59586,-13.3952,9.67041,2.24,-2.21983,-1.83559]",0,1.0
206,"p[-0.494238,-0.0535914,0.52,-0.3,3.14,0]","p[-0.605583,0.237019,0.52,-0.3,3.14,0]",0.675314,1,0,1,1,3,0,255,"p[-33.5586,0.598199,26.8211,-1.97516,-5.46612,-1.16027]",0,1.0
207,"p[-0.442382,0.0885543,0.52,-0.3,3.14,0]","p[-0.495637,0.0675153,0.52,-0.3,3.14,0]",-0.706068,1,0,1,3,3,0,255,"p[-9.76816,-9.20814,13.5484,0.875177,-3.63112,-0.940284]",0,0.0
208,"p[-0.612986,-0.0800906,0.52,-0.3,3.14,0]","p[-0.476069,-0.199759,0.52,-0.3,3.14,0]",2.68542,1,0,1,2,3,0,255,"p[-4.59597,-12.6419,16.8854,2.95774,-3.33233,-0.377799]",1,1.0
209,"p[-0.553898,-0.0362528,0.52,-0.3,3.14,0]","p[-0.380639,-0.0151175,0.52,-0.3,3.14,0]",-2.99681,1,0,1,1,3,0,255,"p[-4.806,-15.8126,10.196,1.79709,-1.92906,-0.293528]",1,1.0
210,"p[-0.430433,0.0334718,0.52,-0.3,3.14,0]","p[-0.436481,0.188187,0.52,-0.3,3.14,0]",2.0962,1,0,1,3,3,0,255,"p[-13.5353,-4.07571,14.8675,0.696551,-2.44454,-0.192009]",0,1.0
211,"p[-0.42525,-0.0553068,0.52,-0.3,3.14,0]","p[-0.465637,0.110408,0.52,-0.3,3.14,0]",-1.35476,1,0,1,2,3,0,255,"p[-19.1268,-7.95481,23.1841,0.490157,-5.31347,-0.604379]",1,1.0
212,"p[-0.399563,0.00406155,0.52,-0.3,3.14,0]","p[-0.541708,-0.141977,0.52,-0.3,3.14,0]",-2.3269,1,0,1,3,3,0,255,"p[-19.4959,-12.5834,25.3515,1.84809,-6.24806,-1.30815]",0,1.0
213,"p[-0.642588,-0.0783836,0.52,-0.3,3.14,0]","p[-0.338839,0.108844,0.52,-0.3,3.14,0]",-2.52978,1,0,1,3,3,0,255,"p[-14.0107,-8.83038,13.4474,-0.694471,-3.53532,0.0550416]",0,1.0
214,"p[-0.36261,0.129975,0.52,-0.3,3.14,0]","p[-0.35959,0.00869369,0.52,-0.3,3.14,0]",-1.0902,1,0,1,3,3,0,255,"p[-2.84546,-16.1589,12.5404,2.29555,-1.90353,-0.299395]",0,0.0
215,"p[-0.351774,0.111092,0.52,-0.3,3.14,0]","p[-0.372863,-0.013149,0.52,-0.3,3.14,0]",-2.48048,1,0,1,3,3,0,255,"p[1.05068,-17.867,-0.956066,2.05099,-0.431637,-2.45111]",0,0.0
216,"p[-0.641957,0.058782,0.52,-0.3,3.14,0]","p[-0.448466,-0.102472,0.52,-0.3,3.14,0]",-0.969202,1,0,1,2,3,0,255,"p[-0.176512,-16.6123,9.37412,1.78137,-1.87329,-0.408133]",1,1.0
217,"p[-0.566997,-0.107339,0.52,-0.3,3.14,0]","p[-0.476797,0.126707,0.52,-0.3,3.14,0]",-0.550542,1,0,1,3,3,0,255,"p[-10.8799,-13.6541,16.5699,1.00593,-4.30659,-1.91784]",0,1.0
218,"p[-0.356403,0.147883,0.52,-0.3,3.14,0]","p[-0.488136,-0.0922555,0.52,-0.3,3.14,0]",1.27607,1,0,1,3,3,0,255,"p[-10.4568,-13.545,15.2211,0.967195,-2.01233,-1.15778]",0,1.0
219,"p[-0.570291,-0.153913,0.52,-0.3,3.14,0]","p[-0.329767,0.184634,0.52,-0.3,3.14,0]",-1.44461,1,0,1,2,3,0,255,"p[-15.2234,-10.1576,10.6602,1.13569,-2.34808,0.159537]",1,1.0
