,move_00,move_1,rotate_angle,gACT,gMOD,gGTO,gSTA,gIMC,gFLT,gPRE,tcp_force,success
2308,"p[-0.559641,-0.305559,0.5,1.5708,-2.7925,0]","p[-0.448573,-0.260873,0.500038,-1.50969,2.68383,-0.000116906]",-1.93878,1,0,1,1,3,0,255,"p[-20.0814,-21.0369,14.001,3.2053,-3.9033,-0.116425]",1
2309,"p[-0.360544,-0.251552,0.5,1.5708,-2.7925,0]","p[-0.38773,-0.564521,0.499974,-1.50957,2.68384,0.000107654]",-0.809821,1,0,1,3,3,0,255,"p[-1.1088,-12.6185,2.84004,0.692187,0.667754,-0.186739]",0
2310,"p[-0.481041,-0.212818,0.5,1.5708,-2.7925,0]","p[-0.224187,-0.407386,0.500017,-1.50971,2.68389,-0.000139997]",2.07995,1,0,1,2,3,0,255,"p[4.45461,-8.73092,-5.6065,0.505693,1.37935,-0.304189]",1
2311,"p[-0.470961,-0.435768,0.5,1.5708,-2.7925,0]","p[-0.340676,-0.51931,0.499926,-1.5096,2.68363,-0.000116028]",1.33659,1,0,1,3,3,0,255,"p[1.26071,-10.6243,-4.05717,-0.286418,1.44859,0.446376]",0
2312,"p[-0.483448,-0.35585,0.5,1.5708,-2.7925,0]","p[-0.497461,-0.395148,0.499994,-1.50972,2.68369,0.000119213]",1.30386,1,0,1,2,3,0,255,"p[-1.25543,-8.67536,-1.20874,1.99191,0.147461,-1.13924]",1
2313,"p[-0.483318,-0.34198,0.5,1.5708,-2.7925,0]","p[-0.36417,-0.541884,0.499938,-1.50968,2.6837,-0.000150278]",-2.98555,1,0,1,1,3,0,255,"p[-0.672034,-19.3664,-2.08099,1.22681,1.34849,-2.78245]",1
2314,"p[-0.294068,-0.33086,0.5,1.5708,-2.7925,0]","p[-0.452325,-0.39717,0.49998,-1.5097,2.68372,-0.00016667]",1.72233,1,0,1,2,3,0,255,"p[-12.6874,-27.033,9.0258,3.20892,-1.03603,-0.865176]",1
2315,"p[-0.376933,-0.400235,0.5,1.5708,-2.7925,0]","p[-0.585383,-0.345555,0.500019,-1.50997,2.68375,-0.000113692]",1.74292,1,0,1,1,3,0,255,"p[-8.30064,-11.1503,-4.22223,0.104177,0.628492,-0.075932]",1
2316,"p[-0.369751,-0.242281,0.5,1.5708,-2.7925,0]","p[-0.424557,-0.19491,0.499932,-1.5097,2.68364,7.45557e-06]",-2.35267,1,0,1,1,3,0,255,"p[0.622852,-14.3083,-10.8733,0.965937,1.91,-0.952124]",1
2317,"p[-0.47097,-0.317968,0.5,1.5708,-2.7925,0]","p[-0.495997,-0.349394,0.500029,-1.50981,2.68374,-9.08938e-05]",-1.15884,1,0,1,3,3,0,255,"p[-12.0762,-18.1292,1.42475,2.59461,0.119845,-0.228765]",0
2318,"p[-0.268924,-0.446834,0.5,1.5708,-2.7925,0]","p[-0.432644,-0.514765,0.499912,-1.50969,2.68355,0.000186134]",-0.698868,1,0,1,1,3,0,255,"p[-28.2827,-45.9497,31.9641,6.46299,-3.60296,-2.58942]",0
2319,"p[-0.309175,-0.390051,0.5,1.5708,-2.7925,0]","p[-0.407027,-0.399198,0.49995,-1.50963,2.68365,-0.000113246]",0.985063,1,0,1,1,3,0,255,"p[7.75123,-17.917,-0.760899,2.26712,1.30959,-1.87963]",0
2320,"p[-0.468311,-0.283037,0.5,1.5708,-2.7925,0]","p[-0.314652,-0.311456,0.500003,-1.50982,2.68371,-3.69391e-05]",-1.56409,1,0,1,1,3,0,255,"p[-7.21774,-23.7191,10.169,2.28724,-1.54948,0.0917982]",1
2321,"p[-0.494182,-0.335358,0.5,1.5708,-2.7925,0]","p[-0.402851,-0.217927,0.500049,-1.50984,2.68387,-5.21481e-05]",-1.90705,1,0,1,2,3,0,255,"p[-3.00283,-13.3515,-8.44152,1.60552,1.58467,0.783734]",1
2322,"p[-0.485456,-0.434744,0.5,1.5708,-2.7925,0]","p[-0.454884,-0.490126,0.500035,-1.50972,2.68382,-6.60002e-05]",-2.13555,1,0,1,2,3,0,255,"p[3.84634,-7.35257,-7.26862,2.24177,0.972811,-1.73219]",1
2323,"p[-0.389018,-0.412031,0.5,1.5708,-2.7925,0]","p[-0.516082,-0.280641,0.499978,-1.50972,2.68369,-0.000219737]",2.43263,1,0,1,2,3,0,255,"p[-6.97614,-21.1448,0.0296588,2.37134,0.351695,-2.54958]",1
2324,"p[-0.366678,-0.397527,0.5,1.5708,-2.7925,0]","p[-0.38773,-0.564521,0.499977,-1.50966,2.68379,-0.000143133]",-0.225951,1,0,1,3,3,0,255,"p[-17.0767,-32.7626,18.1865,3.54132,-1.47162,0.694254]",0
2325,"p[-0.490915,-0.414933,0.5,1.5708,-2.7925,0]","p[-0.381943,-0.28604,0.500085,-1.5098,2.68385,1.25633e-05]",-1.07369,1,0,1,2,3,0,255,"p[-1.89451,-20.2089,0.874899,1.88732,0.185831,-1.02768]",1
2326,"p[-0.292166,-0.413304,0.5,1.5708,-2.7925,0]","p[-0.381943,-0.28604,0.499958,-1.50972,2.6836,-0.000178679]",2.36785,1,0,1,2,3,0,255,"p[-0.568524,-22.5766,-0.209407,1.9429,1.28406,-3.42158]",1
2327,"p[-0.47853,-0.423365,0.5,1.5708,-2.7925,0]","p[-0.247355,-0.429646,0.500043,-1.50974,2.68385,-0.00019672]",0.729866,1,0,1,2,3,0,255,"p[3.20608,-18.3065,8.14998,2.71447,0.137226,-0.165394]",1
2328,"p[-0.409891,-0.286004,0.5,1.5708,-2.7925,0]","p[-0.4756,-0.419215,0.500023,-1.50993,2.68377,-7.91636e-05]",2.71517,1,0,1,2,3,0,255,"p[-3.27422,-17.2663,-2.89143,2.37578,1.12727,-1.30427]",1
2329,"p[-0.276325,-0.332741,0.5,1.5708,-2.7925,0]","p[-0.431456,-0.46781,0.49995,-1.5095,2.6837,-0.000223448]",2.74939,1,0,1,1,3,0,255,"p[-12.1482,-19.5974,10.179,3.52863,-1.27566,-0.854691]",1
2330,"p[-0.353211,-0.313206,0.5,1.5708,-2.7925,0]","p[-0.247355,-0.429646,0.499984,-1.50975,2.68386,-0.000153981]",1.68752,1,0,1,2,3,0,255,"p[5.64464,-21.2182,12.0107,4.0903,-0.23612,-0.677822]",1
2331,"p[-0.413407,-0.473242,0.5,1.5708,-2.7925,0]","p[-0.336911,-0.287852,0.49997,-1.50968,2.68355,-0.000185361]",-0.472672,1,0,1,2,3,0,255,"p[3.59126,-27.9116,2.74205,2.46297,0.857094,-1.75145]",1
2332,"p[-0.44007,-0.24355,0.5,1.5708,-2.7925,0]","p[-0.454884,-0.490126,0.499978,-1.50969,2.68375,-4.75926e-05]",0.473335,1,0,1,1,3,0,255,"p[-0.127401,-12.0611,-7.49394,1.33769,2.39919,-1.83936]",1
2333,"p[-0.463398,-0.332944,0.5,1.5708,-2.7925,0]","p[-0.292251,-0.33521,0.499995,-1.50973,2.68374,-4.08967e-05]",-1.53324,1,0,1,2,3,0,255,"p[-5.12647,-13.7545,2.5331,2.83588,-0.254974,0.118347]",1
2334,"p[-0.315276,-0.287697,0.5,1.5708,-2.7925,0]","p[-0.43028,-0.421286,0.499981,-1.50955,2.68381,-7.17119e-05]",-0.232745,1,0,1,2,3,0,255,"p[-13.1991,-23.4532,7.25282,3.27238,-0.756789,-1.38489]",1
2335,"p[-0.316771,-0.369859,0.5,1.5708,-2.7925,0]","p[-0.381009,-0.241089,0.499939,-1.50981,2.68349,-0.000135477]",1.37355,1,0,1,2,3,0,255,"p[-0.407135,-17.6315,2.06717,2.39162,-0.369692,-0.355958]",1
2336,"p[-0.352653,-0.441596,0.5,1.5708,-2.7925,0]","p[-0.54077,-0.347471,0.499923,-1.50972,2.68361,-9.44523e-05]",0.257573,1,0,1,2,3,0,255,"p[-11.7164,-7.86663,-0.765514,0.400724,0.0252816,-0.653344]",1
2337,"p[-0.475894,-0.368305,0.5,1.5708,-2.7925,0]","p[-0.493107,-0.259121,0.500037,-1.50984,2.68388,-5.4614e-05]",1.91275,1,0,1,2,3,0,255,"p[-14.6421,-9.57229,2.42925,1.71087,-0.68498,-0.402877]",1
2338,"p[-0.314248,-0.471639,0.5,1.5708,-2.7925,0]","p[-0.54077,-0.347471,0.499988,-1.50973,2.68379,-0.000109958]",0.396173,1,0,1,2,3,0,255,"p[-10.9998,-5.66839,-2.13242,0.355909,0.13121,-0.235664]",1
2339,"p[-0.389096,-0.457984,0.5,1.5708,-2.7925,0]","p[-0.24702,-0.383173,0.499972,-1.5097,2.6837,-0.000199848]",2.8205,1,0,1,2,3,0,255,"p[-0.299871,-15.9789,-4.34363,1.05892,1.05072,-0.743448]",1
2340,"p[-0.449571,-0.186995,0.5,1.5708,-2.7925,0]","p[-0.316589,-0.449823,0.499979,-1.50954,2.68384,-7.54754e-05]",2.16686,1,0,1,2,3,0,255,"p[0.913595,-22.3874,0.0824815,1.55317,1.3222,-1.96095]",1
2341,"p[-0.493804,-0.445435,0.5,1.5708,-2.7925,0]","p[-0.606655,-0.321989,0.500052,-1.50968,2.68382,4.04971e-05]",0.975336,1,0,1,2,3,0,255,"p[-21.2429,-15.6128,7.94712,1.61744,-1.39984,-1.43636]",1
2342,"p[-0.44884,-0.184817,0.5,1.5708,-2.7925,0]","p[-0.41026,-0.539563,0.499954,-1.50967,2.68369,-9.47208e-05]",-0.159973,1,0,1,1,3,0,255,"p[-10.375,-22.1953,13.313,4.61216,-2.22752,0.369071]",0
2343,"p[-0.527972,-0.327625,0.5,1.5708,-2.7925,0]","p[-0.24702,-0.383173,0.499964,-1.50975,2.68363,9.73673e-05]",-0.358019,1,0,1,1,3,0,255,"p[0.873346,-15.6151,-6.7271,0.44225,1.68918,-1.24702]",1
2344,"p[-0.390029,-0.315779,0.5,1.5708,-2.7925,0]","p[-0.41026,-0.539563,0.500021,-1.5097,2.6839,8.63365e-05]",-0.909529,1,0,1,1,3,0,255,"p[-17.4328,-32.8703,22.0449,6.34705,-3.3182,-0.144648]",1
2345,"p[-0.555467,-0.33219,0.5,1.5708,-2.7925,0]","p[-0.292251,-0.33521,0.500039,-1.50962,2.68384,5.1296e-05]",0.587105,1,0,1,2,3,0,255,"p[-4.90176,-21.8949,7.08708,3.42846,-0.276078,-0.470074]",1
2346,"p[-0.318117,-0.310404,0.5,1.5708,-2.7925,0]","p[-0.407027,-0.399198,0.499968,-1.5098,2.68365,2.78655e-05]",0.775452,1,0,1,2,3,0,255,"p[-2.60204,-4.55161,-2.57127,0.267828,0.222717,-0.669022]",1
2347,"p[-0.277743,-0.403114,0.5,1.5708,-2.7925,0]","p[-0.47423,-0.373206,0.499954,-1.50971,2.68361,-0.000318751]",-2.96106,1,0,1,2,3,0,255,"p[-14.8085,-20.0107,14.4697,2.88311,-3.02979,0.783553]",1
2348,"p[-0.360353,-0.304405,0.5,1.5708,-2.7925,0]","p[-0.386744,-0.517033,0.499965,-1.50958,2.68381,0.000136746]",-0.288264,1,0,1,3,3,0,255,"p[-3.27554,-13.5825,2.44702,2.37836,-0.312003,0.751723]",0
2349,"p[-0.376179,-0.548923,0.5,1.5708,-2.7925,0]","p[-0.386744,-0.517033,0.500082,-1.5098,2.6838,-0.000317745]",1.9094,1,0,1,3,3,0,255,"p[0.729279,-20.3856,1.14134,2.62049,0.637787,-1.93874]",0
2350,"p[-0.391144,-0.412673,0.5,1.5708,-2.7925,0]","p[-0.386744,-0.517033,0.500006,-1.50983,2.68365,-0.000192765]",2.45466,1,0,1,2,3,0,255,"p[-0.113424,-11.6416,0.172737,1.58764,0.216075,-0.597628]",1
2351,"p[-0.293018,-0.431935,0.5,1.5708,-2.7925,0]","p[-0.38773,-0.564521,0.499953,-1.50969,2.68363,-1.92479e-05]",2.12363,1,0,1,1,3,0,255,"p[-16.941,-31.7869,17.1007,3.62177,-1.26903,-0.145201]",0
2352,"p[-0.435237,-0.41966,0.5,1.5708,-2.7925,0]","p[-0.498939,-0.441321,0.499967,-1.50962,2.68379,-8.48061e-05]",-2.9617,1,0,1,2,3,0,255,"p[-11.4355,-6.6518,2.17723,2.34438,-1.42433,0.241718]",1
2353,"p[-0.366432,-0.298797,0.5,1.5708,-2.7925,0]","p[-0.361564,-0.401234,0.499993,-1.50982,2.68381,-0.000120321]",0.460627,1,0,1,3,3,0,255,"p[-11.2334,-5.15472,-1.18567,-1.03556,-0.1618,-1.87261]",0
2354,"p[-0.278701,-0.427967,0.5,1.5708,-2.7925,0]","p[-0.339149,-0.425451,0.499935,-1.50967,2.68355,-0.000123583]",2.10504,1,0,1,1,3,0,255,"p[-2.86215,-28.1193,9.25811,3.72969,-1.0716,-0.865775]",0
2355,"p[-0.378849,-0.363333,0.5,1.5708,-2.7925,0]","p[-0.339149,-0.425451,0.499927,-1.50961,2.68363,-0.000201249]",-1.56432,1,0,1,2,3,0,255,"p[-5.35225,-23.8619,8.54658,3.09303,-1.1898,1.49903]",1
2356,"p[-0.505468,-0.38055,0.5,1.5708,-2.7925,0]","p[-0.338396,-0.379165,0.499994,-1.50957,2.68384,-0.000168483]",-2.9674,1,0,1,3,3,0,255,"p[6.11812,-9.6997,-9.89156,1.39028,3.11123,-0.560326]",0
2357,"p[-0.36415,-0.333787,0.5,1.5708,-2.7925,0]","p[-0.381943,-0.28604,0.499957,-1.50962,2.68364,-1.66538e-05]",-0.248028,1,0,1,3,3,0,255,"p[-1.97485,-20.2674,3.89974,2.1705,-0.307352,-1.78882]",0
2358,"p[-0.442153,-0.441939,0.5,1.5708,-2.7925,0]","p[-0.403881,-0.262632,0.500083,-1.50985,2.68383,-0.00026547]",-2.36877,1,0,1,3,3,0,255,"p[-5.27699,-15.9623,5.7073,1.22103,-0.861303,-0.836378]",0
2359,"p[-0.463099,-0.190304,0.5,1.5708,-2.7925,0]","p[-0.425681,-0.239371,0.499962,-1.50975,2.68368,-0.000218018]",-2.56878,1,0,1,1,3,0,255,"p[-16.3137,-26.6282,12.7914,3.55896,-1.98761,-1.10425]",1
2360,"p[-0.512893,-0.398361,0.5,1.5708,-2.7925,0]","p[-0.317247,-0.4968,0.500044,-1.50968,2.68373,-0.000124315]",1.20366,1,0,1,1,3,0,255,"p[3.09991,-8.52733,-6.37812,-0.29148,1.98852,-1.79559]",0
2361,"p[-0.419329,-0.307435,0.5,1.5708,-2.7925,0]","p[-0.339149,-0.425451,0.499963,-1.5097,2.68363,-4.32726e-05]",2.77403,1,0,1,2,3,0,255,"p[-1.48906,-25.2009,7.12732,2.63715,-1.26254,-2.1107]",1
2362,"p[-0.452167,-0.246359,0.5,1.5708,-2.7925,0]","p[-0.471528,-0.282434,0.499983,-1.50956,2.68387,-6.63978e-05]",-1.01807,1,0,1,2,3,0,255,"p[-10.5717,-12.2216,-0.352135,1.88093,1.3669,-0.446244]",1
2363,"p[-0.523716,-0.358516,0.5,1.5708,-2.7925,0]","p[-0.315292,-0.357157,0.500042,-1.5098,2.6837,-0.000129262]",2.59381,1,0,1,2,3,0,255,"p[-6.47258,-22.3276,7.23867,3.70171,0.749905,-1.08435]",1
2364,"p[-0.309134,-0.324888,0.5,1.5708,-2.7925,0]","p[-0.491682,-0.214589,0.499991,-1.50951,2.68374,-5.99669e-05]",1.68679,1,0,1,2,3,0,255,"p[-10.9437,-23.4774,1.10002,2.54005,0.32114,-1.44839]",1
2365,"p[-0.390221,-0.479453,0.5,1.5708,-2.7925,0]","p[-0.491682,-0.214589,0.499999,-1.50975,2.68378,-0.00013896]",-2.45877,1,0,1,2,3,0,255,"p[-11.3413,-22.0753,1.14842,2.62078,0.0439246,-0.962531]",1
2366,"p[-0.412807,-0.519886,0.5,1.5708,-2.7925,0]","p[-0.424557,-0.19491,0.500068,-1.50965,2.68384,-0.000243161]",1.99001,1,0,1,2,3,0,255,"p[-1.34601,-8.93393,-11.1869,0.809281,1.9023,0.461592]",1
2367,"p[-0.500267,-0.399226,0.5,1.5708,-2.7925,0]","p[-0.519184,-0.371234,0.500009,-1.50966,2.68378,-0.000134351]",3.07376,1,0,1,2,3,0,255,"p[-15.0511,-21.7745,5.78,3.46594,-0.336343,-0.122791]",1
2368,"p[-0.26713,-0.3452,0.5,1.5708,-2.7925,0]","p[-0.542435,-0.393134,0.499986,-1.50958,2.68385,-0.000144989]",-0.408822,1,0,1,1,3,0,255,"p[-8.28372,-15.6512,-1.97497,-0.00628213,0.584644,0.448552]",0
2369,"p[-0.444192,-0.233516,0.5,1.5708,-2.7925,0]","p[-0.542435,-0.393134,0.500052,-1.50979,2.68392,4.62665e-06]",-2.19046,1,0,1,1,3,0,255,"p[-11.9897,-18.1703,0.234618,1.90089,0.0761835,-0.714303]",1
2370,"p[-0.541412,-0.337559,0.5,1.5708,-2.7925,0]","p[-0.384797,-0.423365,0.500036,-1.5097,2.68375,0.000160479]",-2.78618,1,0,1,2,3,0,255,"p[0.405133,-13.3644,-3.47047,1.23067,0.768332,-1.14573]",1
2371,"p[-0.555429,-0.293219,0.5,1.5708,-2.7925,0]","p[-0.47423,-0.373206,0.500055,-1.50997,2.68384,0.000161194]",-2.11639,1,0,1,1,3,0,255,"p[-17.4461,-2.56934,9.99639,1.40585,-2.85388,-0.0119018]",1
2372,"p[-0.462519,-0.352188,0.5,1.5708,-2.7925,0]","p[-0.270587,-0.451968,0.500002,-1.5097,2.68376,-0.000130821]",0.416335,1,0,1,1,3,0,255,"p[-1.89409,-26.652,11.4917,2.84928,0.74361,-1.77861]",0
2373,"p[-0.420872,-0.513538,0.5,1.5708,-2.7925,0]","p[-0.224187,-0.407386,0.500052,-1.50979,2.6838,-0.000176337]",2.80973,1,0,1,2,3,0,255,"p[5.74367,-9.18257,-3.095,1.33313,1.20865,-0.551696]",1
2374,"p[-0.534637,-0.354116,0.5,1.5708,-2.7925,0]","p[-0.292251,-0.33521,0.49994,-1.50968,2.68364,-3.07014e-05]",-0.177858,1,0,1,1,3,0,255,"p[-3.23037,-20.204,2.99917,3.14439,0.326171,-0.53731]",1
2375,"p[-0.438995,-0.386706,0.5,1.5708,-2.7925,0]","p[-0.40492,-0.307742,0.499947,-1.50963,2.68374,-3.4728e-05]",-2.81694,1,0,1,2,3,0,255,"p[-7.89655,-22.2693,2.09231,3.07979,0.255144,-0.64277]",1
2376,"p[-0.493582,-0.242496,0.5,1.5708,-2.7925,0]","p[-0.449813,-0.305894,0.500034,-1.50962,2.68392,0.000154363]",0.778693,1,0,1,2,3,0,255,"p[-10.4847,-21.6361,0.04198,2.7959,0.748388,-1.24963]",1
2377,"p[-0.339834,-0.405575,0.5,1.5708,-2.7925,0]","p[-0.340676,-0.51931,0.499946,-1.50958,2.68368,-0.000229977]",0.273445,1,0,1,1,3,0,255,"p[-2.53614,-28.4117,6.98167,3.35871,0.0766864,-1.48374]",1
2378,"p[-0.370867,-0.362979,0.5,1.5708,-2.7925,0]","p[-0.42796,-0.329503,0.499922,-1.50963,2.68362,-0.000140086]",-1.41303,1,0,1,2,3,0,255,"p[1.10854,-8.03955,-5.06419,1.79824,0.383091,0.00976599]",1
2379,"p[-0.380702,-0.552932,0.5,1.5708,-2.7925,0]","p[-0.293335,-0.427545,0.500096,-1.50974,2.68394,-0.000281323]",-2.76215,1,0,1,3,3,0,255,"p[6.90814,-10.3116,-5.72692,0.449096,2.06936,0.520164]",0
2380,"p[-0.544468,-0.274461,0.5,1.5708,-2.7925,0]","p[-0.476982,-0.465645,0.499911,-1.50951,2.68367,-0.00020435]",0.601495,1,0,1,2,3,0,255,"p[-15.8009,-24.3735,9.56831,4.26412,-1.77067,-1.20326]",1
2381,"p[-0.518227,-0.309145,0.5,1.5708,-2.7925,0]","p[-0.425681,-0.239371,0.499987,-1.50952,2.68376,-0.00015467]",-0.0442538,1,0,1,2,3,0,255,"p[-13.4068,-29.9766,11.7545,2.86475,-2.07798,-1.12873]",1
2382,"p[-0.429803,-0.372751,0.5,1.5708,-2.7925,0]","p[-0.425681,-0.239371,0.500021,-1.50965,2.68388,-3.08702e-05]",2.72906,1,0,1,1,3,0,255,"p[-11.5109,-24.7091,10.5198,3.31821,-1.49404,0.220849]",0
2383,"p[-0.398481,-0.235006,0.5,1.5708,-2.7925,0]","p[-0.362425,-0.447686,0.500015,-1.50961,2.68387,-2.73114e-05]",1.40758,1,0,1,3,3,0,255,"p[0.34819,-15.6646,-1.94329,1.07873,0.893527,-0.791952]",0
2384,"p[-0.32234,-0.356176,0.5,1.5708,-2.7925,0]","p[-0.424557,-0.19491,0.499904,-1.50959,2.68356,-0.000144945]",2.23051,1,0,1,2,3,0,255,"p[-5.24001,0.852391,-7.36703,0.364171,0.595814,-1.41448]",1
2385,"p[-0.472946,-0.192223,0.5,1.5708,-2.7925,0]","p[-0.38773,-0.564521,0.499956,-1.50963,2.68383,2.72775e-05]",-2.39901,1,0,1,1,3,0,255,"p[-1.58117,-13.5603,7.43443,1.38398,-0.163533,-0.692211]",1
2386,"p[-0.444554,-0.173549,0.5,1.5708,-2.7925,0]","p[-0.384797,-0.423365,0.500016,-1.50975,2.68373,0.000108999]",0.768934,1,0,1,2,3,0,255,"p[-0.507431,-16.0598,-0.716718,1.96133,-0.140483,-1.76772]",1
2387,"p[-0.312678,-0.346606,0.5,1.5708,-2.7925,0]","p[-0.431456,-0.46781,0.49998,-1.50962,2.68372,-0.000100241]",-2.00269,1,0,1,3,3,0,255,"p[-13.6172,-23.9183,14.6298,4.47579,-2.10815,-1.18682]",0
2388,"p[-0.483288,-0.358009,0.5,1.5708,-2.7925,0]","p[-0.498939,-0.441321,0.500049,-1.50979,2.68389,-0.0002011]",1.66426,1,0,1,2,3,0,255,"p[-6.59649,-15.2596,0.943682,1.95056,0.564529,-1.87706]",1
2389,"p[-0.343082,-0.461157,0.5,1.5708,-2.7925,0]","p[-0.38773,-0.564521,0.499944,-1.50979,2.68357,-0.000199524]",-2.74771,1,0,1,2,3,0,255,"p[-3.96864,-20.825,6.94853,2.1704,-0.593417,-1.69771]",1
2390,"p[-0.403078,-0.452638,0.5,1.5708,-2.7925,0]","p[-0.269708,-0.359115,0.500031,-1.50979,2.68385,-0.000293942]",-1.38458,1,0,1,3,3,0,255,"p[1.10818,-30.3374,16.1765,4.66497,0.0253839,-2.46253]",0
2391,"p[-0.399503,-0.347342,0.5,1.5708,-2.7925,0]","p[-0.338396,-0.379165,0.499943,-1.5096,2.68367,-0.000197129]",-2.33883,1,0,1,2,3,0,255,"p[4.82185,-11.1027,-8.47461,1.29409,2.60994,0.827369]",1
2392,"p[-0.268736,-0.411492,0.5,1.5708,-2.7925,0]","p[-0.43028,-0.421286,0.499975,-1.5096,2.68378,-0.000286478]",-1.25584,1,0,1,3,3,0,255,"p[-13.7853,-23.6174,8.84848,3.6273,-0.411889,-0.979245]",0
2393,"p[-0.390119,-0.526112,0.5,1.5708,-2.7925,0]","p[-0.497461,-0.395148,0.500062,-1.50964,2.6838,-0.000127988]",0.849297,1,0,1,3,3,0,255,"p[-10.2836,-1.36118,3.04691,2.27052,-1.12409,-0.0245502]",0
2394,"p[-0.502837,-0.348685,0.5,1.5708,-2.7925,0]","p[-0.408094,-0.445557,0.500027,-1.50981,2.68378,-0.000128971]",1.6992,1,0,1,3,3,0,255,"p[-9.42067,-22.0047,7.77445,2.30783,-1.21081,-0.675099]",0
2395,"p[-0.481993,-0.340325,0.5,1.5708,-2.7925,0]","p[-0.36417,-0.541884,0.499998,-1.50987,2.6837,-0.000128022]",-3.07057,1,0,1,2,3,0,255,"p[-3.6549,-20.3357,4.79544,2.19347,-1.62748,-1.08173]",1
2396,"p[-0.344479,-0.396704,0.5,1.5708,-2.7925,0]","p[-0.495997,-0.349394,0.500014,-1.50972,2.68386,-0.000102975]",2.45029,1,0,1,3,3,0,255,"p[-6.37611,-21.4939,-2.20167,2.12313,0.868351,-2.31764]",0
2397,"p[-0.420436,-0.404432,0.5,1.5708,-2.7925,0]","p[-0.43028,-0.421286,0.500035,-1.50968,2.68388,-0.000115883]",-1.57255,1,0,1,3,3,0,255,"p[-10.9331,-22.9933,5.51954,2.5554,0.292799,-0.743216]",0
2398,"p[-0.589399,-0.319651,0.5,1.5708,-2.7925,0]","p[-0.520756,-0.417151,0.500113,-1.50987,2.68387,-8.57894e-05]",-0.825576,1,0,1,1,3,0,255,"p[-10.4793,-5.31567,-0.586146,0.94022,0.616721,-0.203366]",1
2399,"p[-0.473636,-0.275103,0.5,1.5708,-2.7925,0]","p[-0.408094,-0.445557,0.50002,-1.50992,2.68383,9.13185e-05]",-0.992736,1,0,1,2,3,0,255,"p[-11.337,-21.4693,6.90738,2.44582,-0.439837,-0.356297]",1
2400,"p[-0.408066,-0.233278,0.5,1.5708,-2.7925,0]","p[-0.448573,-0.260873,0.499963,-1.50954,2.68375,-8.51844e-05]",0.556553,1,0,1,2,3,0,255,"p[-18.3406,-19.6893,10.7697,2.59358,-1.41249,-1.39834]",1
2401,"p[-0.559121,-0.352541,0.5,1.5708,-2.7925,0]","p[-0.520756,-0.417151,0.500004,-1.50958,2.68386,-1.43805e-05]",-1.50243,1,0,1,3,3,0,255,"p[-20.0978,-13.5963,9.29993,2.3016,-1.32152,-0.936254]",0
2402,"p[-0.561888,-0.344186,0.5,1.5708,-2.7925,0]","p[-0.542435,-0.393134,0.500034,-1.50982,2.68373,2.66816e-05]",0.428896,1,0,1,2,3,0,255,"p[-13.4057,-16.9555,-0.766511,0.0712327,0.0715091,-0.051485]",1
2403,"p[-0.482012,-0.451908,0.5,1.5708,-2.7925,0]","p[-0.497461,-0.395148,0.500068,-1.5098,2.68379,5.32016e-05]",-1.4284,1,0,1,1,3,0,255,"p[-5.62216,1.76285,-3.68247,0.980455,0.497409,0.241902]",1
2404,"p[-0.354335,-0.334124,0.5,1.5708,-2.7925,0]","p[-0.563977,-0.369269,0.499978,-1.50962,2.68382,-0.000120757]",1.68448,1,0,1,3,3,0,255,"p[-17.952,-26.8414,15.042,2.60698,-1.14644,-2.7421]",0
2405,"p[-0.297544,-0.464619,0.5,1.5708,-2.7925,0]","p[-0.583535,-0.300392,0.499973,-1.50962,2.68369,-0.000337199]",2.64672,1,0,1,3,3,0,255,"p[-7.35072,-3.4907,10.0999,1.54475,-1.79372,-1.8116]",0
2406,"p[-0.296351,-0.482451,0.5,1.5708,-2.7925,0]","p[-0.498939,-0.441321,0.499924,-1.50949,2.68363,-0.000138481]",-0.745486,1,0,1,1,3,0,255,"p[-7.3386,-12.2466,3.76905,2.85323,-0.900279,-0.83414]",1
2407,"p[-0.386317,-0.237725,0.5,1.5708,-2.7925,0]","p[-0.42796,-0.329503,0.499969,-1.50972,2.68374,-2.49531e-05]",0.701017,1,0,1,2,3,0,255,"p[1.31692,-5.6782,-8.22002,1.1441,1.6513,0.428427]",1
2408,"p[-0.492395,-0.434805,0.5,1.5708,-2.7925,0]","p[-0.563977,-0.369269,0.499988,-1.50976,2.6837,-0.000179878]",2.38638,1,0,1,3,3,0,255,"p[-29.4412,-28.9803,17.2504,2.90968,-2.52196,-0.94021]",0
2409,"p[-0.374639,-0.383914,0.5,1.5708,-2.7925,0]","p[-0.270587,-0.451968,0.499991,-1.50963,2.68378,6.18595e-05]",1.50956,1,0,1,2,3,0,255,"p[-4.93211,-28.2732,11.7949,2.80791,0.257265,-0.933295]",1
2410,"p[-0.511712,-0.369332,0.5,1.5708,-2.7925,0]","p[-0.224187,-0.407386,0.500086,-1.50979,2.68396,-0.000114303]",-0.0997767,1,0,1,2,3,0,255,"p[-5.77157,1.70798,-5.64677,-0.184106,1.49941,-1.28747]",1
2411,"p[-0.354573,-0.430996,0.5,1.5708,-2.7925,0]","p[-0.498939,-0.441321,0.499997,-1.5097,2.68387,-0.000267135]",2.65552,1,0,1,3,3,0,255,"p[-4.93749,-14.1941,2.42059,2.69609,0.0414243,0.837314]",0
