,move_00,move_1,rotate_angle,gACT,gMOD,gGTO,gSTA,gIMC,gFLT,gPRE,tcp_force,success
2412,"p[-0.403395,-0.437578,0.5,1.5708,-2.7925,0]","p[-0.448573,-0.260873,0.499968,-1.5097,2.68364,-6.61275e-05]",-1.46734,1,0,1,2,3,0,255,"p[-24.5469,-5.44174,13.5364,1.29672,-4.09257,-0.499855]",1
2413,"p[-0.395107,-0.525721,0.5,1.5708,-2.7925,0]","p[-0.517626,-0.325733,0.500042,-1.50953,2.68375,-0.000209018]",-2.39896,1,0,1,2,3,0,255,"p[-7.84498,-19.9863,4.24894,3.53499,-1.50467,0.249159]",1
2414,"p[-0.507732,-0.358891,0.5,1.5708,-2.7925,0]","p[-0.360712,-0.355206,0.499996,-1.50974,2.68387,-0.000199774]",2.8439,1,0,1,2,3,0,255,"p[-3.99797,-17.5717,-1.19396,2.01702,1.12829,-1.50844]",1
2415,"p[-0.274336,-0.455334,0.5,1.5708,-2.7925,0]","p[-0.270145,-0.405328,0.499941,-1.50975,2.68356,-0.000138081]",2.05848,1,0,1,3,3,0,255,"p[2.20274,-23.3751,5.34138,2.20336,0.506394,-2.02138]",0
2416,"p[-0.33847,-0.298874,0.5,1.5708,-2.7925,0]","p[-0.338396,-0.379165,0.499997,-1.5097,2.68388,-9.61883e-05]",-0.572843,1,0,1,3,3,0,255,"p[3.60167,-13.9366,-5.53332,1.09571,2.38846,-0.370488]",0
2417,"p[-0.45138,-0.386026,0.5,1.5708,-2.7925,0]","p[-0.33765,-0.333301,0.499991,-1.50968,2.68376,-7.26306e-05]",2.5066,1,0,1,2,3,0,255,"p[0.637654,-13.6322,-0.215692,2.00099,0.916306,-1.02759]",1
2418,"p[-0.543286,-0.254528,0.5,1.5708,-2.7925,0]","p[-0.431456,-0.46781,0.500052,-1.50969,2.68397,0.000122818]",2.79233,1,0,1,1,3,0,255,"p[-8.78073,-23.6532,10.3425,3.41767,-1.42376,-1.96002]",1
2419,"p[-0.49336,-0.230973,0.5,1.5708,-2.7925,0]","p[-0.54077,-0.347471,0.499901,-1.50961,2.68359,-0.000181884]",1.89535,1,0,1,2,3,0,255,"p[-10.3515,-10.7739,0.286364,2.31427,0.389017,-1.53081]",1
2420,"p[-0.398639,-0.419359,0.5,1.5708,-2.7925,0]","p[-0.315292,-0.357157,0.500005,-1.50974,2.68376,-0.000161473]",-0.621365,1,0,1,2,3,0,255,"p[-4.33238,-22.2651,5.64114,3.20798,0.225686,0.0665295]",1
2421,"p[-0.42391,-0.402134,0.5,1.5708,-2.7925,0]","p[-0.270587,-0.451968,0.499985,-1.50976,2.68373,8.30229e-05]",-0.443581,1,0,1,2,3,0,255,"p[-6.48459,-26.8627,15.0008,3.43148,0.0563653,-0.343432]",1
2422,"p[-0.263041,-0.446621,0.5,1.5708,-2.7925,0]","p[-0.452325,-0.39717,0.499988,-1.50968,2.68367,-9.90688e-05]",-1.20799,1,0,1,2,3,0,255,"p[-18.4109,-15.8343,5.14224,1.62015,-0.463352,-0.788096]",1
2423,"p[-0.399428,-0.270422,0.5,1.5708,-2.7925,0]","p[-0.339149,-0.425451,0.499963,-1.5096,2.68367,7.56141e-05]",-0.401498,1,0,1,2,3,0,255,"p[-2.78303,-28.7778,10.2716,3.89011,-1.18676,-2.51421]",1
2424,"p[-0.436722,-0.323317,0.5,1.5708,-2.7925,0]","p[-0.315292,-0.357157,0.499944,-1.50982,2.68363,-0.0001715]",-1.73538,1,0,1,1,3,0,255,"p[-11.3894,-20.4362,10.2145,3.67318,-0.444717,1.06419]",1
2425,"p[-0.279818,-0.40758,0.5,1.5708,-2.7925,0]","p[-0.384797,-0.423365,0.499958,-1.50957,2.6836,-0.000210448]",0.0230515,1,0,1,1,3,0,255,"p[1.2602,-15.0145,0.352148,2.30754,0.0398588,0.0693185]",0
2426,"p[-0.534853,-0.372328,0.5,1.5708,-2.7925,0]","p[-0.361564,-0.401234,0.499954,-1.5097,2.68359,-0.000154728]",-1.46329,1,0,1,2,3,0,255,"p[-3.20941,-23.0144,7.16586,3.18342,-0.948054,-1.11929]",1
2427,"p[-0.509733,-0.287876,0.5,1.5708,-2.7925,0]","p[-0.448573,-0.260873,0.500068,-1.50981,2.68393,0.000145704]",2.39202,1,0,1,1,3,0,255,"p[-18.6104,-21.5885,10.616,2.65248,-1.91349,-0.691594]",0
2428,"p[-0.508254,-0.422491,0.5,1.5708,-2.7925,0]","p[-0.425681,-0.239371,0.500098,-1.50985,2.68387,-5.9794e-05]",2.25906,1,0,1,2,3,0,255,"p[-13.9521,-24.4567,12.3965,3.63689,-1.57502,0.824574]",1
2429,"p[-0.378915,-0.363634,0.5,1.5708,-2.7925,0]","p[-0.426815,-0.284234,0.499969,-1.5097,2.68369,-0.000257186]",2.54556,1,0,1,1,3,0,255,"p[-10.2666,-18.9619,11.3739,2.31259,-1.30239,-0.690224]",1
2430,"p[-0.329547,-0.317268,0.5,1.5708,-2.7925,0]","p[-0.384797,-0.423365,0.499931,-1.50974,2.68354,-0.00015401]",-2.27635,1,0,1,2,3,0,255,"p[-0.903961,-13.4212,-1.45944,1.4289,0.268742,-0.819766]",1
2431,"p[-0.477761,-0.321353,0.5,1.5708,-2.7925,0]","p[-0.448573,-0.260873,0.499956,-1.50968,2.68375,-0.000161999]",2.65825,1,0,1,2,3,0,255,"p[-18.6272,-20.9301,7.98973,2.44912,-1.12771,-1.15172]",1
2432,"p[-0.568939,-0.294026,0.5,1.5708,-2.7925,0]","p[-0.516082,-0.280641,0.500019,-1.5096,2.68386,-6.9862e-05]",-1.21559,1,0,1,1,3,0,255,"p[-8.69936,-14.668,3.96443,1.9725,-1.91093,-0.438983]",1
2433,"p[-0.500502,-0.322432,0.5,1.5708,-2.7925,0]","p[-0.315938,-0.403277,0.499974,-1.50974,2.68371,8.75125e-05]",-1.36395,1,0,1,1,3,0,255,"p[-2.74274,-16.3917,0.861678,1.02394,0.688054,-0.397501]",0
2434,"p[-0.430925,-0.501046,0.5,1.5708,-2.7925,0]","p[-0.338396,-0.379165,0.499978,-1.50954,2.68376,-8.66008e-05]",-1.78049,1,0,1,1,3,0,255,"p[9.32245,-16.6322,-10.5663,0.713799,2.42115,-2.54676]",1
2435,"p[-0.56504,-0.346113,0.5,1.5708,-2.7925,0]","p[-0.563977,-0.369269,0.499997,-1.50971,2.68374,8.10394e-05]",2.43264,1,0,1,2,3,0,255,"p[-34.2112,-29.5654,21.7944,3.55843,-4.30016,-0.545122]",1
2436,"p[-0.395082,-0.459855,0.5,1.5708,-2.7925,0]","p[-0.361564,-0.401234,0.499974,-1.50963,2.68376,-0.000302489]",-1.39989,1,0,1,2,3,0,255,"p[-2.62737,-22.9656,8.12343,2.95376,-1.27257,-0.868233]",1
2437,"p[-0.492441,-0.352737,0.5,1.5708,-2.7925,0]","p[-0.385766,-0.469983,0.499987,-1.50972,2.68378,-9.09018e-05]",-0.65422,1,0,1,2,3,0,255,"p[-5.02553,-25.7431,11.8086,2.82355,-0.0968311,-2.52466]",1
2438,"p[-0.497517,-0.442613,0.5,1.5708,-2.7925,0]","p[-0.431456,-0.46781,0.49998,-1.50975,2.68365,2.005e-05]",0.815206,1,0,1,3,3,0,255,"p[-7.62389,-20.7647,6.86407,3.54176,-0.983895,-1.07576]",0
2439,"p[-0.505007,-0.242379,0.5,1.5708,-2.7925,0]","p[-0.362425,-0.447686,0.500001,-1.5098,2.68382,5.95014e-05]",1.07059,1,0,1,3,3,0,255,"p[1.464,-16.0237,-3.03007,1.2401,1.36095,-2.17814]",0
2440,"p[-0.389769,-0.546978,0.5,1.5708,-2.7925,0]","p[-0.270587,-0.451968,0.499994,-1.50969,2.68375,-0.000143454]",-0.0483162,1,0,1,2,3,0,255,"p[-4.14175,-26.5386,14.182,3.44495,0.375909,-0.707186]",0
2441,"p[-0.555525,-0.372586,0.5,1.5708,-2.7925,0]","p[-0.495997,-0.349394,0.500034,-1.50969,2.68381,3.72031e-05]",-2.27997,1,0,1,1,3,0,255,"p[-16.5696,-21.477,7.60917,3.4476,-1.70618,0.437615]",0
2442,"p[-0.425564,-0.201239,0.5,1.5708,-2.7925,0]","p[-0.384797,-0.423365,0.499979,-1.50969,2.68387,-0.000137768]",2.63768,1,0,1,3,3,0,255,"p[-2.09698,-12.3676,1.02116,0.705736,-1.4354,-0.7828]",0
2443,"p[-0.437603,-0.180021,0.5,1.5708,-2.7925,0]","p[-0.431456,-0.46781,0.499979,-1.50971,2.68369,-0.000158022]",-1.03184,1,0,1,1,3,0,255,"p[-18.2668,-24.4802,18.0791,4.52422,-2.36977,0.376409]",0
2444,"p[-0.325138,-0.484637,0.5,1.5708,-2.7925,0]","p[-0.454884,-0.490126,0.500007,-1.50957,2.68387,-0.000164794]",0.570819,1,0,1,1,3,0,255,"p[-6.51089,-10.8418,-3.34115,1.30231,1.34474,-0.665]",0
2445,"p[-0.543961,-0.366967,0.5,1.5708,-2.7925,0]","p[-0.38773,-0.564521,0.499986,-1.50975,2.6837,-8.25951e-05]",-2.77115,1,0,1,3,3,0,255,"p[-14.2125,-32.5259,17.6564,3.83827,-1.70893,-0.563618]",0
2446,"p[-0.328498,-0.340591,0.5,1.5708,-2.7925,0]","p[-0.542435,-0.393134,0.499956,-1.50965,2.68358,-1.35871e-06]",-0.57837,1,0,1,1,3,0,255,"p[-15.8237,-9.72112,1.07175,0.887012,-0.446534,-0.684281]",1
2447,"p[-0.509694,-0.407481,0.5,1.5708,-2.7925,0]","p[-0.585383,-0.345555,0.500034,-1.50969,2.68373,-0.000143249]",0.531219,1,0,1,1,3,0,255,"p[-20.1699,-17.2195,8.91188,2.63768,-1.87318,-1.84002]",1
2448,"p[-0.35782,-0.333477,0.5,1.5708,-2.7925,0]","p[-0.447345,-0.216255,0.500008,-1.50977,2.68377,-6.72563e-05]",-0.647791,1,0,1,2,3,0,255,"p[-13.0196,-21.3105,9.83006,1.9758,-2.54711,-2.93128]",1
2449,"p[-0.426752,-0.336316,0.5,1.5708,-2.7925,0]","p[-0.363293,-0.494567,0.499988,-1.50986,2.68373,-0.000252738]",-2.07733,1,0,1,1,3,0,255,"p[-1.26154,-13.5426,-1.21054,1.85545,0.0428589,-0.15642]",1
2450,"p[-0.522843,-0.387035,0.5,1.5708,-2.7925,0]","p[-0.407027,-0.399198,0.500018,-1.5097,2.68371,2.86856e-05]",1.50925,1,0,1,2,3,0,255,"p[1.36012,-11.9711,0.92463,1.78735,-0.248921,-0.256255]",1
2451,"p[-0.364772,-0.283109,0.5,1.5708,-2.7925,0]","p[-0.470195,-0.237659,0.499995,-1.50975,2.68381,-0.000119271]",-1.15707,1,0,1,2,3,0,255,"p[-9.17863,-15.6623,0.0728745,2.78056,-0.717185,-0.0855177]",1
2452,"p[-0.474034,-0.237088,0.5,1.5708,-2.7925,0]","p[-0.472873,-0.327615,0.499982,-1.50958,2.68382,9.42001e-05]",-2.03633,1,0,1,1,3,0,255,"p[-4.45172,-10.4786,-1.24928,1.54959,-0.444385,-1.25255]",1
2453,"p[-0.455521,-0.397135,0.5,1.5708,-2.7925,0]","p[-0.38773,-0.564521,0.500021,-1.50978,2.68375,-0.000139678]",0.632731,1,0,1,3,3,0,255,"p[-12.708,-35.9528,16.812,3.49871,-1.15548,-2.36286]",0
2454,"p[-0.397727,-0.418349,0.5,1.5708,-2.7925,0]","p[-0.36417,-0.541884,0.500005,-1.50973,2.68377,-0.000108771]",2.97187,1,0,1,3,3,0,255,"p[-5.82439,-18.273,6.51975,2.62149,-2.25907,0.115857]",0
2455,"p[-0.355225,-0.388895,0.5,1.5708,-2.7925,0]","p[-0.38773,-0.564521,0.499975,-1.50962,2.68373,-0.000103983]",2.93989,1,0,1,3,3,0,255,"p[1.35468,-9.67629,6.46028,1.28263,-0.0220101,-1.3118]",0
2456,"p[-0.344722,-0.370297,0.5,1.5708,-2.7925,0]","p[-0.38773,-0.564521,0.499975,-1.5096,2.68378,-3.01785e-05]",-0.340413,1,0,1,3,3,0,255,"p[-10.6301,-34.2382,15.2579,3.43874,-0.70027,-1.07166]",0
2457,"p[-0.365987,-0.230413,0.5,1.5708,-2.7925,0]","p[-0.340676,-0.51931,0.500002,-1.50966,2.68378,-5.65122e-05]",1.514,1,0,1,3,3,0,255,"p[-4.10847,-23.1399,4.88292,1.683,-0.795087,0.0521618]",0
2458,"p[-0.342946,-0.52306,0.5,1.5708,-2.7925,0]","p[-0.340676,-0.51931,0.500014,-1.50981,2.68376,-6.51946e-05]",0.937519,1,0,1,1,3,0,255,"p[-0.966577,-21.7212,0.113216,2.06204,0.906391,-1.09712]",1
2459,"p[-0.240047,-0.400701,0.5,1.5708,-2.7925,0]","p[-0.339149,-0.425451,0.499954,-1.50971,2.68372,2.93663e-05]",1.54158,1,0,1,1,3,0,255,"p[-3.17489,-26.9224,9.01502,3.39929,-1.14629,0.436341]",1
2460,"p[-0.448017,-0.21044,0.5,1.5708,-2.7925,0]","p[-0.432644,-0.514765,0.499946,-1.50975,2.68362,6.74266e-06]",0.289374,1,0,1,2,3,0,255,"p[-27.2721,-46.6518,30.3391,6.36162,-3.74407,-1.3088]",1
2461,"p[-0.417613,-0.237226,0.5,1.5708,-2.7925,0]","p[-0.520756,-0.417151,0.499929,-1.50951,2.68366,-0.000133283]",-0.849537,1,0,1,2,3,0,255,"p[-21.203,-5.64585,8.23611,1.5102,-1.6082,0.162794]",1
2462,"p[-0.364416,-0.519044,0.5,1.5708,-2.7925,0]","p[-0.520756,-0.417151,0.500003,-1.50959,2.68385,-0.000212801]",0.48974,1,0,1,3,3,0,255,"p[-18.8308,-24.859,15.8763,2.99493,-3.05853,-0.346366]",0
2463,"p[-0.317985,-0.478942,0.5,1.5708,-2.7925,0]","p[-0.520756,-0.417151,0.500002,-1.50958,2.68382,-0.000154213]",0.0801579,1,0,1,3,3,0,255,"p[-18.1397,-12.5714,10.6227,1.91577,-2.18748,-1.25615]",0
2464,"p[-0.42446,-0.231371,0.5,1.5708,-2.7925,0]","p[-0.520756,-0.417151,0.499969,-1.50959,2.68372,6.20297e-05]",-2.66367,1,0,1,2,3,0,255,"p[-15.8994,-11.2155,4.07114,2.2054,0.0415486,-0.899797]",1
2465,"p[-0.397855,-0.541936,0.5,1.5708,-2.7925,0]","p[-0.520756,-0.417151,0.500005,-1.50966,2.68376,-0.000271797]",1.2199,1,0,1,3,3,0,255,"p[-20.1288,-27.727,17.0569,4.12718,-2.39174,-1.53056]",0
2466,"p[-0.400602,-0.271293,0.5,1.5708,-2.7925,0]","p[-0.498939,-0.441321,0.499943,-1.50973,2.6836,-0.000106579]",-1.85772,1,0,1,3,3,0,255,"p[-4.71823,-11.8241,3.67182,3.89025,-1.15317,-0.642658]",0
2467,"p[-0.409074,-0.399196,0.5,1.5708,-2.7925,0]","p[-0.519184,-0.371234,0.499967,-1.50967,2.68376,6.82473e-08]",-0.421751,1,0,1,2,3,0,255,"p[-26.4804,-12.823,12.6112,2.22573,-2.85908,-0.266637]",1
2468,"p[-0.396438,-0.502858,0.5,1.5708,-2.7925,0]","p[-0.402851,-0.217927,0.500043,-1.50961,2.68381,-0.000174305]",-0.961879,1,0,1,2,3,0,255,"p[-2.71525,-21.9697,-6.20156,2.69679,1.31065,-0.0707756]",1
2469,"p[-0.370815,-0.284967,0.5,1.5708,-2.7925,0]","p[-0.314652,-0.311456,0.499957,-1.50969,2.68365,9.09774e-05]",-0.0290146,1,0,1,2,3,0,255,"p[-2.70955,-28.2654,11.4166,3.05905,-1.45764,-1.48959]",1
2470,"p[-0.485618,-0.332381,0.5,1.5708,-2.7925,0]","p[-0.402851,-0.217927,0.499964,-1.50974,2.68357,1.68736e-05]",2.57463,1,0,1,2,3,0,255,"p[-4.66101,-21.9005,-3.31031,2.35035,0.619741,0.0324377]",1
2471,"p[-0.298493,-0.447083,0.5,1.5708,-2.7925,0]","p[-0.293335,-0.427545,0.499971,-1.50967,2.68381,-0.000166888]",-2.75279,1,0,1,2,3,0,255,"p[5.76727,-7.65634,-8.44439,0.0769609,2.27428,-0.57271]",1
2472,"p[-0.551306,-0.349203,0.5,1.5708,-2.7925,0]","p[-0.336911,-0.287852,0.50005,-1.50974,2.68376,-6.74879e-06]",-2.63638,1,0,1,3,3,0,255,"p[0.0451162,-19.5618,2.77057,3.54651,0.667789,0.0990006]",0
2473,"p[-0.36528,-0.458269,0.5,1.5708,-2.7925,0]","p[-0.520756,-0.417151,0.500031,-1.50964,2.68387,-0.000261848]",0.547262,1,0,1,3,3,0,255,"p[-26.8151,-17.7262,18.1519,3.24317,-3.31917,-2.82918]",0
2474,"p[-0.373816,-0.540712,0.5,1.5708,-2.7925,0]","p[-0.385766,-0.469983,0.500045,-1.5097,2.68364,-0.000302177]",2.47808,1,0,1,1,3,0,255,"p[-8.73173,-26.3596,15.986,3.39012,-1.0324,-0.206483]",1
2475,"p[-0.429156,-0.344524,0.5,1.5708,-2.7925,0]","p[-0.339149,-0.425451,0.500029,-1.50976,2.68382,-4.45548e-05]",2.36049,1,0,1,3,3,0,255,"p[-3.68359,-25.6995,8.28502,3.8889,-0.591607,-1.05879]",0
2476,"p[-0.360727,-0.525858,0.5,1.5708,-2.7925,0]","p[-0.293335,-0.427545,0.500044,-1.50969,2.68387,-0.000315748]",-1.9069,1,0,1,1,3,0,255,"p[9.93297,-13.5547,-6.86409,0.308495,1.959,-0.383162]",1
2477,"p[-0.480474,-0.415079,0.5,1.5708,-2.7925,0]","p[-0.270587,-0.451968,0.499947,-1.50971,2.6837,-5.96461e-05]",0.218126,1,0,1,2,3,0,255,"p[-3.42477,-24.9318,11.3882,2.4644,0.706869,-0.592651]",1
2478,"p[-0.458179,-0.324678,0.5,1.5708,-2.7925,0]","p[-0.408094,-0.445557,0.499969,-1.50975,2.68366,-2.09028e-05]",0.384546,1,0,1,2,3,0,255,"p[-12.2802,-19.1451,6.95139,1.69349,-0.817573,0.339748]",1
2479,"p[-0.519833,-0.230794,0.5,1.5708,-2.7925,0]","p[-0.317247,-0.4968,0.500062,-1.50968,2.68398,0.000243244]",1.86793,1,0,1,2,3,0,255,"p[2.93909,-4.19928,-6.21432,-0.123424,1.63605,-0.373242]",1
2480,"p[-0.25444,-0.410151,0.5,1.5708,-2.7925,0]","p[-0.247355,-0.429646,0.499967,-1.50966,2.68377,-0.000175979]",-2.83182,1,0,1,2,3,0,255,"p[7.09462,-18.8505,3.23197,2.55601,1.348,-1.21402]",1
2481,"p[-0.281382,-0.333193,0.5,1.5708,-2.7925,0]","p[-0.38773,-0.564521,0.499954,-1.50971,2.68361,-0.000155399]",-0.0208656,1,0,1,2,3,0,255,"p[-8.79272,-29.9756,10.7337,2.35912,-0.6636,-1.3876]",1
2482,"p[-0.379003,-0.29377,0.5,1.5708,-2.7925,0]","p[-0.336911,-0.287852,0.499952,-1.50978,2.68363,9.79781e-05]",-2.71763,1,0,1,3,3,0,255,"p[1.1067,-24.1665,5.07471,4.55768,0.321633,-1.75535]",0
2483,"p[-0.448564,-0.265785,0.5,1.5708,-2.7925,0]","p[-0.336911,-0.287852,0.499998,-1.50985,2.68369,8.69466e-05]",1.03934,1,0,1,1,3,0,255,"p[-6.21939,-9.19753,5.74403,2.45647,-0.533554,-0.171657]",1
2484,"p[-0.307214,-0.412993,0.5,1.5708,-2.7925,0]","p[-0.336911,-0.287852,0.500008,-1.5097,2.68386,-9.0611e-05]",0.970048,1,0,1,2,3,0,255,"p[1.08012,-25.3117,6.01987,3.48279,-0.257108,-0.796711]",1
2485,"p[-0.450957,-0.402139,0.5,1.5708,-2.7925,0]","p[-0.470195,-0.237659,0.500038,-1.50971,2.68384,-0.000148566]",-0.415515,1,0,1,2,3,0,255,"p[-8.60124,-19.6547,1.03699,2.37417,-0.792592,-1.69195]",0
2486,"p[-0.359049,-0.402492,0.5,1.5708,-2.7925,0]","p[-0.409172,-0.492343,0.499941,-1.50962,2.68369,-6.60522e-05]",2.53041,1,0,1,1,3,0,255,"p[-10.4603,-28.988,10.6576,3.24989,-0.215096,-0.333247]",0
2487,"p[-0.349574,-0.286324,0.5,1.5708,-2.7925,0]","p[-0.454884,-0.490126,0.499986,-1.50974,2.68377,9.54073e-05]",2.69142,1,0,1,1,3,0,255,"p[-5.01808,-3.55663,-5.77173,1.03575,0.700943,0.753492]",1
2488,"p[-0.487465,-0.339167,0.5,1.5708,-2.7925,0]","p[-0.292251,-0.33521,0.499975,-1.50959,2.68377,4.96628e-05]",2.52293,1,0,1,3,3,0,255,"p[-5.13238,-23.2191,11.7637,4.48898,-1.34011,-1.39429]",0
2489,"p[-0.345675,-0.317943,0.5,1.5708,-2.7925,0]","p[-0.269708,-0.359115,0.499935,-1.5096,2.68364,-2.36769e-05]",-1.23938,1,0,1,3,3,0,255,"p[-0.0421667,-26.7363,9.13121,3.90548,1.04073,-2.21423]",0
2490,"p[-0.30691,-0.364754,0.5,1.5708,-2.7925,0]","p[-0.269708,-0.359115,0.500037,-1.50978,2.68376,-0.000168719]",0.448652,1,0,1,3,3,0,255,"p[-2.86637,-20.5364,14.5856,2.71758,-0.88446,0.881744]",0
2491,"p[-0.462344,-0.347172,0.5,1.5708,-2.7925,0]","p[-0.269708,-0.359115,0.500058,-1.50981,2.68384,2.30506e-05]",0.33437,1,0,1,3,3,0,255,"p[-1.44742,-16.385,7.25966,2.57659,0.833162,1.14274]",0
2492,"p[-0.395928,-0.212071,0.5,1.5708,-2.7925,0]","p[-0.292251,-0.33521,0.5,-1.50985,2.68381,-5.49142e-05]",1.02288,1,0,1,3,3,0,255,"p[-2.7314,-22.6416,2.38099,2.03586,1.28536,-0.253831]",0
2493,"p[-0.288062,-0.35792,0.5,1.5708,-2.7925,0]","p[-0.470195,-0.237659,0.499983,-1.50976,2.68371,-0.000101985]",-0.783968,1,0,1,3,3,0,255,"p[-17.2352,-2.72454,6.11451,1.93961,-2.48307,-1.06206]",0
2494,"p[-0.443527,-0.279263,0.5,1.5708,-2.7925,0]","p[-0.520756,-0.417151,0.499976,-1.50974,2.68372,-0.000150693]",-0.425666,1,0,1,3,3,0,255,"p[-16.9834,-14.6952,9.9311,2.64506,-1.51591,-1.15336]",0
2495,"p[-0.39078,-0.23074,0.5,1.5708,-2.7925,0]","p[-0.520756,-0.417151,0.499999,-1.50968,2.6838,5.10791e-09]",-0.0217096,1,0,1,3,3,0,255,"p[-23.4845,-12.624,13.7106,3.07291,-2.26631,-1.24019]",0
2496,"p[-0.49658,-0.415679,0.5,1.5708,-2.7925,0]","p[-0.520756,-0.417151,0.50012,-1.50989,2.68386,-0.000127873]",-1.91207,1,0,1,3,3,0,255,"p[-11.2275,-12.267,2.44645,1.01716,-0.130639,0.684126]",0
2497,"p[-0.386211,-0.422274,0.5,1.5708,-2.7925,0]","p[-0.520756,-0.417151,0.499987,-1.50963,2.6838,-0.00012019]",1.58009,1,0,1,3,3,0,255,"p[-19.9437,-18.1421,13.3798,3.34048,-2.16022,-0.345388]",0
2498,"p[-0.516895,-0.257674,0.5,1.5708,-2.7925,0]","p[-0.520756,-0.417151,0.499982,-1.50973,2.68375,-0.00021251]",-1.068,1,0,1,3,3,0,255,"p[-17.6272,-17.5612,10.169,2.58369,-1.17347,1.4713]",0
2499,"p[-0.358886,-0.312891,0.5,1.5708,-2.7925,0]","p[-0.520756,-0.417151,0.500019,-1.50971,2.68383,0.00014839]",-0.453946,1,0,1,3,3,0,255,"p[-8.91594,-19.1421,5.72374,2.6545,-0.434528,-3.01863]",0
2500,"p[-0.477116,-0.195376,0.5,1.5708,-2.7925,0]","p[-0.520756,-0.417151,0.499998,-1.50974,2.68373,-6.94508e-05]",-2.28563,1,0,1,3,3,0,255,"p[-24.627,-6.76881,11.0886,2.14901,-1.29778,1.35665]",0
2501,"p[-0.495559,-0.267286,0.5,1.5708,-2.7925,0]","p[-0.520756,-0.417151,0.499939,-1.50955,2.68364,-2.47542e-05]",-1.44172,1,0,1,3,3,0,255,"p[-12.2321,-15.9934,6.61854,2.60051,-0.389575,-0.430806]",0
2502,"p[-0.349636,-0.464046,0.5,1.5708,-2.7925,0]","p[-0.520756,-0.417151,0.49996,-1.50964,2.68377,-8.61758e-05]",-1.55051,1,0,1,3,3,0,255,"p[-2.52139,-16.6576,-0.1685,1.40768,0.798834,-2.87564]",0
2503,"p[-0.585558,-0.328548,0.5,1.5708,-2.7925,0]","p[-0.520756,-0.417151,0.499988,-1.5097,2.68376,-0.000129374]",-0.768451,1,0,1,3,3,0,255,"p[-25.8562,-10.9128,13.1316,2.04819,-1.95532,-1.74564]",0
2504,"p[-0.34951,-0.284919,0.5,1.5708,-2.7925,0]","p[-0.520756,-0.417151,0.500037,-1.50987,2.68387,-0.00012405]",2.81005,1,0,1,3,3,0,255,"p[-15.1931,-16.7501,9.32369,2.70129,-1.21908,-0.49548]",0
2505,"p[-0.442516,-0.395664,0.5,1.5708,-2.7925,0]","p[-0.520756,-0.417151,0.49999,-1.50977,2.68376,-9.21567e-05]",-0.138403,1,0,1,3,3,0,255,"p[-19.8371,-27.3749,16.373,3.46225,-2.87955,-1.43798]",0
2506,"p[-0.470293,-0.329996,0.5,1.5708,-2.7925,0]","p[-0.520756,-0.417151,0.499991,-1.50981,2.68367,9.99234e-05]",-2.53726,1,0,1,3,3,0,255,"p[-10.7601,-15.4755,3.95129,2.11159,0.29159,-0.163613]",0
2507,"p[-0.513934,-0.395301,0.5,1.5708,-2.7925,0]","p[-0.520756,-0.417151,0.500012,-1.50967,2.68375,-8.44563e-05]",-2.81831,1,0,1,3,3,0,255,"p[-20.4807,-10.2731,9.63051,2.65336,-0.68443,-1.64541]",0
2508,"p[-0.475245,-0.209026,0.5,1.5708,-2.7925,0]","p[-0.520756,-0.417151,0.499965,-1.50969,2.68373,8.13329e-05]",-3.13966,1,0,1,3,3,0,255,"p[-13.4869,-18.3808,9.06621,3.25537,-0.368024,-1.81936]",0
2509,"p[-0.437826,-0.495684,0.5,1.5708,-2.7925,0]","p[-0.520756,-0.417151,0.500049,-1.50966,2.68378,-0.000238582]",2.62554,1,0,1,3,3,0,255,"p[-17.8603,-22.553,13.4256,3.50288,-1.65004,-0.39209]",0
2510,"p[-0.31455,-0.441584,0.5,1.5708,-2.7925,0]","p[-0.520756,-0.417151,0.499955,-1.50953,2.6838,-0.000218001]",-0.784116,1,0,1,3,3,0,255,"p[-11.5862,-18.2864,6.59586,2.11593,-1.0584,-0.232781]",0
2511,"p[-0.536916,-0.368358,0.5,1.5708,-2.7925,0]","p[-0.520756,-0.417151,0.500011,-1.50972,2.68368,-1.1779e-05]",-2.50934,1,0,1,3,3,0,255,"p[-9.32326,-12.3332,1.72193,1.70688,0.574383,0.786987]",0
2512,"p[-0.408548,-0.450454,0.5,1.5708,-2.7925,0]","p[-0.520756,-0.417151,0.500002,-1.50969,2.68382,-0.000118296]",-1.45172,1,0,1,3,3,0,255,"p[-18.8712,-7.68046,6.97264,0.623333,-1.44218,-0.412123]",0
2513,"p[-0.485692,-0.388521,0.5,1.5708,-2.7925,0]","p[-0.520756,-0.417151,0.500014,-1.50976,2.68378,-0.000131521]",-0.467021,1,0,1,3,3,0,255,"p[-15.0839,-18.8996,9.79455,2.41342,-1.42639,-0.990418]",0
2514,"p[-0.37942,-0.301033,0.5,1.5708,-2.7925,0]","p[-0.520756,-0.417151,0.499952,-1.50977,2.68365,-6.73862e-05]",0.138093,1,0,1,3,3,0,255,"p[-19.3138,-25.2613,15.7284,4.15028,-2.27807,-0.966324]",0
2515,"p[-0.42325,-0.482503,0.5,1.5708,-2.7925,0]","p[-0.520756,-0.417151,0.49996,-1.50949,2.68373,-0.000243408]",0.993181,1,0,1,3,3,0,255,"p[-24.7033,-32.9842,22.0768,4.63076,-3.48531,-2.155]",0
